run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
25	1.0	30.0	0.0	30.0	8.0001989165321	0.0	8.000199833419174
26	1.0	30.0	0.0	30.0	8.000196000095457	0.0	8.000196875073016
