run_num	key_left	key_right	correct_side	trial_type	trial_num	hand	condition	grid_size	num_boxes_lit	num_steps	original_sequence	modified_sequence	original_step_1	original_step_2	original_step_3	display_trial_feedback	trial_dur	sequence_dur	question_dur	iti_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	4	3	left	0	0	left	easy	(3, 4)	2	3	[(2, 2), (0, 1), (1, 2), (2, 3), (2, 1), (1, 1)]	[(2, 2), (0, 1), (2, 0), (0, 0), (2, 1), (1, 1)]	[(2, 2), (0, 1)]	[(1, 2), (2, 3)]	[(2, 1), (1, 1)]	True	7	4	3	0.5	0.0	7.5	8.00056912493892	0	8.00057008350268	3	0.0047700833529233	False
1	4	3	right	1	1	left	easy	(3, 4)	2	3	[(0, 3), (2, 0), (2, 1), (1, 3), (1, 0), (2, 3)]	[(1, 1), (1, 2), (2, 1), (1, 3), (1, 0), (2, 3)]	[(0, 3), (2, 0)]	[(2, 1), (1, 3)]	[(1, 0), (2, 3)]	True	7	4	3	0.5	7.5	15.0	15.500070125097407	0	15.500088333617896	0		False
1	4	3	left	0	2	left	hard	(4, 4)	3	3	[(2, 3), (3, 1), (1, 0), (1, 3), (2, 0), (3, 3), (2, 2), (0, 3), (1, 1)]	[(0, 1), (3, 2), (2, 1), (1, 3), (2, 0), (3, 3), (2, 2), (0, 3), (1, 1)]	[(2, 3), (3, 1), (1, 0)]	[(1, 3), (2, 0), (3, 3)]	[(2, 2), (0, 3), (1, 1)]	True	7	4	3	0.5	15.0	22.5	23.00006154179573	0	23.000062458449975	0		False
1	4	3	right	1	3	left	hard	(4, 4)	3	3	[(2, 0), (2, 1), (3, 1), (2, 2), (1, 0), (3, 2), (0, 0), (1, 1), (2, 3)]	[(2, 0), (2, 1), (3, 1), (2, 2), (1, 0), (3, 2), (3, 0), (3, 3), (1, 2)]	[(2, 0), (2, 1), (3, 1)]	[(2, 2), (1, 0), (3, 2)]	[(0, 0), (1, 1), (2, 3)]	True	7	4	3	0.5	22.5	30.0	30.500063250074163	0	30.500064166728407	4	0.7531560414936393	False
2	4	3	left	0	0	left	easy	(3, 4)	2	3	[(2, 0), (1, 1), (0, 1), (1, 2), (0, 2), (2, 1)]	[(2, 2), (0, 0), (0, 1), (1, 2), (0, 2), (2, 1)]	[(2, 0), (1, 1)]	[(0, 1), (1, 2)]	[(0, 2), (2, 1)]	True	7	4	3	0.5	0.0	7.5	148.00016799988225	0	148.000168958446	3	1.970314791891724	False
2	4	3	left	0	1	left	easy	(3, 4)	2	3	[(0, 2), (1, 3), (1, 2), (2, 3), (1, 1), (0, 1)]	[(0, 2), (1, 3), (0, 3), (0, 0), (1, 1), (0, 1)]	[(0, 2), (1, 3)]	[(1, 2), (2, 3)]	[(1, 1), (0, 1)]	True	7	4	3	0.5	7.5	15.0	155.50003162492067	0	155.50003249989825	4	1.4832714584190398	True
2	4	3	left	0	2	left	hard	(4, 4)	3	3	[(1, 2), (2, 0), (3, 0), (0, 2), (1, 1), (2, 2), (0, 1), (1, 0), (0, 3)]	[(1, 2), (2, 0), (3, 0), (0, 2), (1, 1), (2, 2), (3, 1), (3, 2), (2, 1)]	[(1, 2), (2, 0), (3, 0)]	[(0, 2), (1, 1), (2, 2)]	[(0, 1), (1, 0), (0, 3)]	True	7	4	3	0.5	15.0	22.5	163.00004095840268	0	163.00004183338024	4	1.1749628749676049	True
2	4	3	right	1	3	left	hard	(4, 4)	3	3	[(3, 3), (1, 0), (3, 0), (2, 0), (2, 3), (1, 1), (3, 1), (1, 2), (2, 1)]	[(3, 2), (0, 1), (0, 2), (2, 0), (2, 3), (1, 1), (3, 1), (1, 2), (2, 1)]	[(3, 3), (1, 0), (3, 0)]	[(2, 0), (2, 3), (1, 1)]	[(3, 1), (1, 2), (2, 1)]	True	7	4	3	0.5	22.5	30.0	170.50003233342431	0	170.50003324984573	4	1.7372346664778888	False
3	4	3	left	0	0	left	easy	(3, 4)	2	3	[(0, 0), (1, 2), (1, 1), (0, 2), (0, 1), (1, 3)]	[(0, 3), (1, 0), (1, 1), (0, 2), (0, 1), (1, 3)]	[(0, 0), (1, 2)]	[(1, 1), (0, 2)]	[(0, 1), (1, 3)]	True	7	4	3	0.5	0.0	7.5	183.0001611665357	0	183.0001621665433	3	1.5280524583067745	False
3	4	3	right	1	1	left	easy	(3, 4)	2	3	[(1, 0), (2, 1), (2, 2), (0, 0), (0, 1), (1, 2)]	[(1, 0), (2, 1), (2, 2), (0, 0), (2, 0), (2, 3)]	[(1, 0), (2, 1)]	[(2, 2), (0, 0)]	[(0, 1), (1, 2)]	True	7	4	3	0.5	7.5	15.0	190.50002362485975	0	190.500024541514	3	1.9721537081059068	True
3	4	3	right	1	2	left	hard	(4, 4)	3	3	[(0, 2), (0, 0), (2, 2), (2, 1), (2, 3), (1, 2), (0, 3), (1, 3), (3, 2)]	[(0, 2), (0, 0), (2, 2), (3, 1), (0, 1), (1, 0), (0, 3), (1, 3), (3, 2)]	[(0, 2), (0, 0), (2, 2)]	[(2, 1), (2, 3), (1, 2)]	[(0, 3), (1, 3), (3, 2)]	True	7	4	3	0.5	15.0	22.5	198.00003029149957	0	198.00003954139535	3	2.3890790834557265	True
3	4	3	right	1	3	left	hard	(4, 4)	3	3	[(3, 3), (2, 0), (1, 2), (3, 0), (2, 3), (0, 2), (2, 1), (2, 2), (3, 1)]	[(3, 3), (2, 0), (1, 2), (3, 2), (1, 1), (1, 0), (2, 1), (2, 2), (3, 1)]	[(3, 3), (2, 0), (1, 2)]	[(3, 0), (2, 3), (0, 2)]	[(2, 1), (2, 2), (3, 1)]	True	7	4	3	0.5	22.5	30.0	205.50002933316864	0	205.50003025005572	4	1.3367396667599678	False
4	4	3	right	1	0	left	easy	(3, 4)	2	3	[(2, 1), (0, 3), (2, 2), (2, 0), (2, 3), (1, 1)]	[(2, 1), (0, 3), (2, 2), (2, 0), (1, 0), (0, 2)]	[(2, 1), (0, 3)]	[(2, 2), (2, 0)]	[(2, 3), (1, 1)]	True	7	4	3	0.5	0.0	7.5	183.0001857916359	0	183.00018670829013	4	1.4778839582577348	False
