run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	stim	condition	start_time	end_time	real_start_time	start_ttl	start_ttl_time
25	0	30	0	False	romance_01.mov	romance	0	30	323.00021595833823	0	323.00021691666916
26	0	30	0	False	romance_02.mov	romance	0	30	288.00022829161026	0	288.00022929161787
