run_num	key_left	key_right	correct_side	trial_type	trial_num	hand	condition	grid_size	num_boxes_lit	num_steps	original_sequence	modified_sequence	original_step_1	original_step_2	original_step_3	display_trial_feedback	trial_dur	sequence_dur	question_dur	iti_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
3	1	2	left	0	2	right	hard	(4, 4)	3	3	[(0, 0), (3, 3), (0, 3), (0, 1), (1, 3), (3, 2), (1, 1), (1, 2), (0, 2)]	[(1, 0), (2, 2), (3, 1), (0, 1), (1, 3), (3, 2), (1, 1), (1, 2), (0, 2)]	[(0, 0), (3, 3), (0, 3)]	[(0, 1), (1, 3), (3, 2)]	[(1, 1), (1, 2), (0, 2)]	True	7	4	3	0.5	15.0	22.5	23.00006558350287	0	23.00006658351049	1	1.13755837501958	True
3	1	2	right	1	3	right	hard	(4, 4)	3	3	[(1, 0), (1, 3), (2, 2), (3, 2), (1, 2), (2, 3), (0, 0), (0, 3), (0, 2)]	[(1, 0), (1, 3), (2, 2), (2, 0), (2, 1), (0, 1), (0, 0), (0, 3), (0, 2)]	[(1, 0), (1, 3), (2, 2)]	[(3, 2), (1, 2), (2, 3)]	[(0, 0), (0, 3), (0, 2)]	True	7	4	3	0.5	22.5	30.0	30.500066499924287	0	30.5000758334063	2	1.294145416468382	True
5	4	3	left	0	0	left	easy	(3, 4)	2	3	[(2, 3), (2, 2), (2, 1), (1, 3), (2, 0), (0, 3)]	[(2, 3), (2, 2), (2, 1), (1, 3), (1, 1), (1, 2)]	[(2, 3), (2, 2)]	[(2, 1), (1, 3)]	[(2, 0), (0, 3)]	True	7	4	3	0.5	0.0	7.5	78.00025149993598	0	78.0002524999436	4	1.1688466663472354	True
5	4	3	left	0	1	left	easy	(3, 4)	2	3	[(1, 0), (1, 3), (2, 0), (0, 3), (1, 1), (2, 1)]	[(0, 2), (2, 2), (2, 0), (0, 3), (1, 1), (2, 1)]	[(1, 0), (1, 3)]	[(2, 0), (0, 3)]	[(1, 1), (2, 1)]	True	7	4	3	0.5	7.5	15.0	85.50005554175004	0	85.50005649984814	4	1.3973852086346596	True
5	4	3	right	1	2	left	hard	(4, 4)	3	3	[(0, 0), (0, 3), (0, 2), (1, 3), (0, 1), (1, 0), (2, 3), (1, 2), (1, 1)]	[(2, 0), (3, 3), (2, 1), (1, 3), (0, 1), (1, 0), (2, 3), (1, 2), (1, 1)]	[(0, 0), (0, 3), (0, 2)]	[(1, 3), (0, 1), (1, 0)]	[(2, 3), (1, 2), (1, 1)]	True	7	4	3	0.5	15.0	22.5	93.00005525001323	0	93.00005620811136	3	1.01523149991408	True
5	4	3	right	1	3	left	hard	(4, 4)	3	3	[(3, 1), (2, 2), (0, 2), (3, 0), (1, 2), (0, 3), (0, 1), (2, 0), (2, 3)]	[(3, 1), (2, 2), (0, 2), (3, 0), (1, 2), (0, 3), (2, 1), (1, 1), (1, 3)]	[(3, 1), (2, 2), (0, 2)]	[(3, 0), (1, 2), (0, 3)]	[(0, 1), (2, 0), (2, 3)]	True	7	4	3	0.5	22.5	30.0	100.50004275003448	0	100.50006087496875	4	1.8239590416196736	False
6	4	3	right	1	0	left	easy	(3, 4)	2	3	[(0, 1), (2, 0), (0, 0), (1, 1), (1, 2), (2, 1)]	[(1, 0), (2, 2), (0, 0), (1, 1), (1, 2), (2, 1)]	[(0, 1), (2, 0)]	[(0, 0), (1, 1)]	[(1, 2), (2, 1)]	True	7	4	3	0.5	0.0	7.5	183.00021383329295	0	183.00021491688676	3	1.8234749999828637	True
6	4	3	left	0	1	left	easy	(3, 4)	2	3	[(0, 0), (1, 0), (1, 1), (2, 0), (1, 2), (0, 1)]	[(0, 0), (1, 0), (0, 2), (1, 3), (1, 2), (0, 1)]	[(0, 0), (1, 0)]	[(1, 1), (2, 0)]	[(1, 2), (0, 1)]	True	7	4	3	0.5	7.5	15.0	190.5000324582215	0	190.5000342917629	3	1.679542291443795	False
6	4	3	left	0	2	left	hard	(4, 4)	3	3	[(3, 2), (1, 0), (1, 3), (0, 3), (1, 2), (2, 0), (0, 0), (1, 1), (0, 2)]	[(2, 1), (3, 0), (2, 2), (0, 3), (1, 2), (2, 0), (0, 0), (1, 1), (0, 2)]	[(3, 2), (1, 0), (1, 3)]	[(0, 3), (1, 2), (2, 0)]	[(0, 0), (1, 1), (0, 2)]	True	7	4	3	0.5	15.0	22.5	198.00003279186785	0	198.00003374996595	4	2.432047833222896	True
6	4	3	left	0	3	left	hard	(4, 4)	3	3	[(1, 1), (0, 2), (1, 3), (1, 0), (0, 1), (2, 1), (2, 0), (1, 2), (3, 1)]	[(1, 1), (0, 2), (1, 3), (1, 0), (0, 1), (2, 1), (0, 3), (2, 3), (0, 0)]	[(1, 1), (0, 2), (1, 3)]	[(1, 0), (0, 1), (2, 1)]	[(2, 0), (1, 2), (3, 1)]	True	7	4	3	0.5	22.5	30.0	205.5000374582596	0	205.50004691677168	3	1.0681477915495634	False
7	4	3	right	1	0	left	easy	(3, 4)	2	3	[(2, 2), (0, 0), (0, 1), (2, 1), (1, 2), (0, 2)]	[(1, 1), (0, 3), (0, 1), (2, 1), (1, 2), (0, 2)]	[(2, 2), (0, 0)]	[(0, 1), (2, 1)]	[(1, 2), (0, 2)]	True	7	4	3	0.5	0.0	7.5	288.0002427501604	0	288.0002437084913	3	1.137550166575238	True
7	4	3	right	1	1	left	easy	(3, 4)	2	3	[(0, 1), (0, 0), (0, 2), (1, 0), (1, 2), (2, 0)]	[(0, 1), (0, 0), (0, 2), (1, 0), (1, 1), (0, 3)]	[(0, 1), (0, 0)]	[(0, 2), (1, 0)]	[(1, 2), (2, 0)]	True	7	4	3	0.5	7.5	15.0	295.5000190001447	0	295.500028708484	3	1.4961552498862147	True
7	4	3	right	1	2	left	hard	(4, 4)	3	3	[(0, 2), (0, 0), (0, 3), (1, 3), (1, 2), (0, 1), (2, 3), (1, 1), (1, 0)]	[(2, 2), (3, 3), (2, 1), (1, 3), (1, 2), (0, 1), (2, 3), (1, 1), (1, 0)]	[(0, 2), (0, 0), (0, 3)]	[(1, 3), (1, 2), (0, 1)]	[(2, 3), (1, 1), (1, 0)]	True	7	4	3	0.5	15.0	22.5	303.00001625018194	0	303.00002583349124	3	0.9794590417295694	True
7	4	3	left	0	3	left	hard	(4, 4)	3	3	[(1, 0), (3, 0), (2, 2), (2, 0), (0, 0), (1, 1), (0, 1), (2, 1), (1, 2)]	[(1, 0), (3, 0), (2, 2), (2, 0), (0, 0), (1, 1), (3, 2), (2, 3), (3, 1)]	[(1, 0), (3, 0), (2, 2)]	[(2, 0), (0, 0), (1, 1)]	[(0, 1), (2, 1), (1, 2)]	True	7	4	3	0.5	22.5	30.0	310.5000119586475	0	310.500013000099	4	0.9160039583221078	True
9	1	2	left	0	0	right	easy	(3, 4)	2	3	[(1, 0), (0, 1), (1, 1), (0, 0), (1, 2), (0, 2)]	[(1, 0), (0, 1), (1, 1), (0, 0), (2, 1), (2, 0)]	[(1, 0), (0, 1)]	[(1, 1), (0, 0)]	[(1, 2), (0, 2)]	True	7	4	3	0.5	0.0	7.5	323.00026166671887	0	323.0002626667265	1	0.649539708159864	True
9	1	2	right	1	1	right	easy	(3, 4)	2	3	[(2, 0), (1, 0), (0, 0), (1, 1), (2, 1), (0, 1)]	[(1, 2), (0, 2), (0, 0), (1, 1), (2, 1), (0, 1)]	[(2, 0), (1, 0)]	[(0, 0), (1, 1)]	[(2, 1), (0, 1)]	True	7	4	3	0.5	7.5	15.0	330.5000757081434	0	330.5000766667072	1	0.7467310831416398	False
9	1	2	left	0	2	right	hard	(4, 4)	3	3	[(1, 1), (2, 1), (3, 1), (3, 0), (0, 1), (2, 2), (2, 3), (1, 2), (0, 0)]	[(1, 1), (2, 1), (3, 1), (3, 0), (0, 1), (2, 2), (1, 0), (0, 2), (3, 2)]	[(1, 1), (2, 1), (3, 1)]	[(3, 0), (0, 1), (2, 2)]	[(2, 3), (1, 2), (0, 0)]	True	7	4	3	0.5	15.0	22.5	338.0000732499175	0	338.0000742082484	1	1.3879331666976213	True
9	1	2	right	1	3	right	hard	(4, 4)	3	3	[(0, 0), (3, 1), (3, 3), (2, 1), (3, 2), (0, 1), (1, 1), (3, 0), (1, 0)]	[(2, 0), (2, 2), (0, 2), (2, 1), (3, 2), (0, 1), (1, 1), (3, 0), (1, 0)]	[(0, 0), (3, 1), (3, 3)]	[(2, 1), (3, 2), (0, 1)]	[(1, 1), (3, 0), (1, 0)]	True	7	4	3	0.5	22.5	30.0	345.5000791666098	0	345.5000801666174	1	1.4237822501454502	False
