run_num	trial_num	hand	key_yes	key_no	frequency	stim_interval	trial_duration	response_duration	display_trial_feedback	start_time	end_time	n_deviants	deviant_times	deviant_type	deviant_positions	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	0	right	1	2	1	1.0	13	2	True	0	15	0				183.00075229164213	0	183.000182666583	2	1.145456374855712	True
1	1	right	1	2	1	1.0	13	2	True	15	30	2	18.8;20.2	early;late	5;6	198.00076749990697	0	198.0000322498381	1	0.7732602499891073	True
3	0	right	1	2	1	1.0	13	2	True	0	15	2	5.8;8.8	early;early	7;10	78.00245995819569	0	78.0014912080951	1	0.9042363748885692	True
3	1	right	1	2	1	1.0	13	2	True	15	30	0				93.00089233322068	0	93.00006499979644	2	0.8856121250428259	True
3	0	right	1	2	1	1.0	13	2	True	0	15	0				78.00087045831606	0	78.00026870844886	2	0.933448625029996	True
3	1	right	1	2	1	1.0	13	2	True	15	30	3	18.8;21.8;24.2	early;early;late	5;8;10	93.00056987488642	0	93.00003641657533	1	0.4637545831501484	True
5	0	left	4	3	1	1.0	13	2	True	0	15	2	8.2;11.2	late;late	9;12	183.00121279177256	0	183.0004776667338	4	0.6414917085785419	True
5	1	left	4	3	1	1.0	13	2	True	15	30	0				198.00058224983513	0	198.0000372498762	3	0.732803541701287	True
6	0	left	4	3	1	1.0	13	2	True	0	15	3	3.8;4.8;9.2	early;early;late	5;6;10	78.00088550010696	0	78.00027345819399	4	0.9523350417148322	True
6	1	left	4	3	1	1.0	13	2	True	15	30	0				93.00059895822778	0	93.00004770839588	3	0.6657717081252486	True
7	0	left	4	3	1	1.0	13	2	True	0	15	0				43.00070312502794	0	43.000169958686456	3	1.3302546667400748	True
7	1	left	4	3	1	1.0	13	2	True	15	30	2	19.8;24.8	early;early	6;11	58.000632875133306	0	58.000025916844606	3	1.199315750040114	False
9	0	right	1	2	1	1.0	13	2	True	0	15	0				253.00077670812607	0	253.0002126249019	2	0.8655622084625065	True
9	1	right	1	2	1	1.0	13	2	True	15	30	1	17.8	early	4.0	268.00057233311236	0	268.0000124166254	1	0.8064131666906178	True
