run_num	key_true	key_false	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	trial_type	num_stimuli	feedback_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	1	2	0	right	2	0.5	True	0	4	acc	0.0	2.5	148.00015458348207	0	148.00015566661023	0		False
1	1	2	1	right	2	0.5	True	0	8	acc	2.5	5.0	150.5000229999423	0	150.50002391659655	0		False
1	1	2	2	right	2	0.5	True	0	4	acc	5.0	7.5	153.00001662480645	0	153.0000175833702	2	1.4589687085244805	True
1	1	2	3	right	2	0.5	True	1	4	acc	7.5	10.0	155.5000147917308	0	155.5000240833033	1	0.8852603749837726	True
1	1	2	4	right	2	0.5	True	0	8	acc	10.0	12.5	158.00001787487415	0	158.00001879152842	0		False
1	1	2	5	right	2	0.5	True	0	8	acc	12.5	15.0	160.50001670839265	0	160.50001824996434	2	1.851964583154768	True
1	1	2	6	right	2	0.5	True	0	4	acc	15.0	17.5	163.00002058339305	0	163.00002154172398	2	1.3502739164978266	True
1	1	2	7	right	2	0.5	True	0	4	acc	17.5	20.0	165.50002620834857	0	165.50003529153764	1	1.3469586251303554	False
1	1	2	8	right	2	0.5	True	1	8	acc	20.0	22.5	168.00002395850606	0	168.00002487492748	2	1.6879085414111614	False
1	1	2	9	right	2	0.5	True	1	8	acc	22.5	25.0	170.50001283339225	0	170.50002216664143	1	1.0420671666506678	True
1	1	2	10	right	2	0.5	True	1	4	acc	25.0	27.5	173.00001908349805	0	173.0000203747768	1	0.7400165416765958	True
1	1	2	11	right	2	0.5	True	0	4	acc	27.5	30.0	175.5000165416859	0	175.50001754169352	2	1.2174286667723209	True
3	1	2	0	right	2	0.5	True	1	4	acc	0.0	2.5	43.00022662477568	0	43.00022762478329	1	0.7605784581974149	True
3	1	2	1	right	2	0.5	True	1	4	acc	2.5	5.0	45.50002529169433	0	45.500034583033994	1	0.7997530831489712	True
3	1	2	2	right	2	0.5	True	1	4	acc	5.0	7.5	48.00003562495112	0	48.00003649992868	1	1.0976933748461306	True
3	1	2	3	right	2	0.5	True	0	8	acc	7.5	10.0	50.50003329152241	0	50.5000341667328	2	1.5905213335063308	True
3	1	2	4	right	2	0.5	True	0	8	acc	10.0	12.5	53.000030249822885	0	53.00003112480045	2	1.3604460414499044	True
3	1	2	5	right	2	0.5	True	0	8	acc	12.5	15.0	55.50002208305523	0	55.50002295803279	2	1.573282666504383	True
3	1	2	6	right	2	0.5	True	0	4	acc	15.0	17.5	58.00002233311534	0	58.00002345815301	2	1.2405023749452084	True
3	1	2	7	right	2	0.5	True	0	4	acc	17.5	20.0	60.50003237486817	0	60.500033458229154	2	1.0303823750000447	True
3	1	2	8	right	2	0.5	True	1	8	acc	20.0	22.5	63.00003237486817	0	63.00003349990584	1	1.2313650832511485	True
3	1	2	9	right	2	0.5	True	0	4	acc	22.5	25.0	65.50002866657451	0	65.50002979161218	2	1.0584912081249058	True
