run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
7	1.0	30.0	0.0	30.0	323.00021575018764	0.0	323.00021675019525
9	1.0	30.0	0.0	30.0	288.0001099999063	0.0	288.00011091679335
