key_true	key_false	trial_type	trial_num	hand	trial_dur	iti_dur	story	question	condition	answer	story_dur	question_dur	text_height	reward_value	reward_cue	reward_cue_dur	display_trial_feedback	start_time	end_time
4	3	1	0	left	15	0	Amy walked to work today. When George woke up, he saw her car in the drive. Her room  was quiet and dark. George knows that when Amy is sick, she lies down in a dark room.	"In fact, Amy walked to work.

True or False "	belief	True	10	4	0.9	1	+1	1	True	0	15
4	3	0	1	left	15	0	Old maps of the islands near Titan are displayed in the Maritime museum.  Erosion has since taken its toll, leaving only the three largest islands. 	"Near Titan today there are many islands.

True or False "	photo	False	10	4	0.9	3	+3	1	True	15	30
