key_true	key_false	trial_type	trial_num	hand	trial_dur	iti_dur	story	question	condition	answer	story_dur	question_dur	text_height	reward_value	reward_cue	reward_cue_dur	display_trial_feedback	start_time	end_time
1	2	0	0	right	15	0	After a morning of sunbathing, Leslie  leaves her book on the sunchair expecting to return after lunch. Her mother notices that rainclouds are gathering and brings  the book inside. 	"Leslie returns later and 
finds the book soaking wet

True or False"	belief	False	10	4	0.9	1	+1	1	True	0	15
1	2	0	1	right	15	0	The professor sends an email to the  class the night before to postpone the midterm exam. John does not receive the email. 	"John sits the exam the next day
and gets a good grade

True or False"	photo	False	10	4	0.9	3	+3	1	True	15	30
