key_true	key_false	trial_type	trial_num	hand	trial_dur	iti_dur	story	question	condition	answer	story_dur	question_dur	text_height	reward_value	reward_cue	reward_cue_dur	display_trial_feedback	start_time	end_time
4	3	1	0	left	15	0	Maria wakes up early to study at the library. Her housemates notice that she is not at breakfast and presume that she is sleeping	"In fact, Maria is studying in the library

True or False"	belief	True	10	4	0.9	3	+3	1	True	0	15
4	3	0	1	left	15	0	The autobiography of the actor depicts a prosperous and extravagant  lifestyle. Soon after the book is  written the actor loses his fortune. 	"In the autobiography, the actor is 
depicted as destitute and broke

True or False"	photo	False	10	4	0.9	1	+1	1	True	15	30
