,trial_type,trial_dur,iti_dur,delay_dur,dot_dur,prob_dur,hand,display_trial_feedback,start_time,end_time,circle_radius,xys_stim,xys_prob
0,False,6,0.5,0.5,0.75,1,right,True,0.0,6.0,5,"[[-3.556561567980241, -2.501948394388519], [-0.03515110323856874, -1.5009323349504866], [0.13818657599256845, -0.7883101532414809], [1.4070536865470142, 0.8055859665847276], [2.816145559131722, 1.786929323803025], [3.8122508307992895, 2.111568837280733]]","[[2.816145559131722, 1.786929323803025], [1.4070536865470142, 0.8055859665847276]]"
1,True,6,0.5,0.5,0.75,1,right,True,6.5,12.5,5,"[[-4.610218666071661, -4.355981295488932], [-4.450733783356641, -3.043619126041893], [-0.66173847317949, -0.4800128679510305], [1.0863933852226477, 1.4662555500306107], [3.0133053220591695, 2.3187601207054485], [3.767115143240595, 3.3412121951978104]]","[[-4.610218666071661, -4.355981295488932], [1.0863933852226477, 1.4662555500306107]]"
2,False,6,0.5,0.5,0.75,1,right,True,13.0,19.0,5,"[[-4.464805489379255, -3.0680942316560333], [-4.076765509036249, -0.05697401538823321], [-1.8832538581584215, 0.380199917402968], [1.1244826592033306, 0.6806171988912704], [3.1008240577366077, 2.0077692354476753], [4.148138674066104, 3.6511698214415276]]","[[1.1244826592033306, 0.6806171988912704], [-4.076765509036249, -0.05697401538823321]]"
3,True,6,0.5,0.5,0.75,1,right,True,19.5,25.5,5,"[[-4.609104890570126, -4.2719636973177995], [-1.4406669451003529, -3.0078459463659546], [-0.9358639697711357, -2.7813921584477863], [2.1606983305268184, 0.3967573947631875], [3.394005473465519, 0.9684693458233298], [4.297037234214169, 2.158535395830973]]","[[-0.9358639697711357, -2.7813921584477863], [4.297037234214169, 2.158535395830973]]"
