task_name,task_iter,task_num,num_trials,target_num,target_file,start_time,end_time,instruct_dur
n_back,1,5,12,1,n_back_30sec_01.csv,175,210,5
rest,1,7,1,1,rest_30sec_01.csv,210,245,5
