,trial_type,trial_dur,iti_dur,delay_dur,dot_dur,prob_dur,hand,display_trial_feedback,start_time,end_time,circle_radius,xys_stim,xys_prob
0,False,6,0.5,0.5,0.75,1,right,True,0.0,6.0,8,"[[0.7332559634647406, -3.698668426118159], [1.8971704252131039, 0.5548845884985782], [-2.014856738946725, 0.3117946075657301], [2.4389711871796953, -1.6647255852749536], [-1.3901325082186258, -3.8429746745434095], [-3.564000206800042, -1.3852920592273001]]","[[-1.3901325082186258, -3.8429746745434095], [0.7332559634647406, -3.698668426118159]]"
1,True,6,0.5,0.5,0.75,1,right,True,6.5,12.5,8,"[[2.3810579320083765, -1.7724672404662671], [-3.064750125714511, -3.7686128215340435], [-0.7029682173184444, 3.722371766351591], [-0.29135891406424186, 0.3956572320836047], [0.5165611463969837, -2.421175194518911], [3.562439993500794, 1.602390884328722]]","[[2.3810579320083765, -1.7724672404662671], [3.562439993500794, 1.602390884328722]]"
2,True,6,0.5,0.5,0.75,1,right,True,13.0,19.0,8,"[[0.6204096503131318, 3.47121047412974], [-1.312885560021181, -2.0433323341178165], [0.004667641434931369, -0.16788068773944076], [2.1297276564367715, 3.035608178610671], [1.7460185691919818, -1.2276215425041288], [2.8340425420553057, -0.6065784986295055]]","[[2.1297276564367715, 3.035608178610671], [2.8340425420553057, -0.6065784986295055]]"
3,False,6,0.5,0.5,0.75,1,right,True,19.5,25.5,8,"[[0.03491184749520926, -0.506199191611926], [2.4495534521373195, -2.155990520580576], [-0.09844434455502604, 3.2249220985296985], [1.1609258091172006, 2.1016666158217756], [-2.647306286915379, 3.9944941811667407], [-2.963965799509497, -0.1256462995594605]]","[[-2.647306286915379, 3.9944941811667407], [2.4495534521373195, -2.155990520580576]]"
