trial_num	event_num	surprise_onset	duration	surprise_end	stimulus_type	stim	category	start_time	end_time
1	0	22.91	0.5	23.41	visual	unpleasant32.jpg	unpleasant	0	30
1	1	22.93	0.5	23.43	visual	unpleasant2.jpg	unpleasant	0	30
1	2	26.51	0.5	27.01	visual	unpleasant5.jpg	unpleasant	0	30
1	3	27.09	0.5	27.59	visual	unpleasant22.jpg	unpleasant	0	30
