,label,knot,session_list,condition_name,media,extracted,video_start,video_end,stim_action,stim_control,hand,trial_dur,iti_dur,run_number,display_trial_feedback,start_time,end_time
0,movie,bramble,1,knot,video,1,0,14,knotActionBramble.mov,knotControlBramble.mov,,15,0.5,1,False,0.0,15.0
