trial_num	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time
0	5.8	0.2	False	NO CLIENT WOULD EVER THINK OF ASKING HIM TO DO SUCH THINGS	0.0	6.0
1	5.8	0.2	False	TO THE DIRECTORS THE PROBLEM APPEARED A MATTER OF INTRIGUE OR DIPLOMACY	6.0	12.0
2	5.8	0.2	False	BUT THE ONLY LOVE I WAS GIVING HIM WAS THE PURE KIND	12.0	18.0
3	5.8	0.2	False	I ASKED ABOUT THE BATTLE BETWEEN LIFE AND DEATH IN HIS PLAYS	18.0	24.0
4	5.8	0.2	False	I FIGURED I COULD STAND PRACTICALLY ANYTHING FOR A COUPLE OF WEEKS	24.0	30.0
