trial_num	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time
0	14.5	0.5	False	degraded_passage_1.wav	0.0	15.0
1	14.5	0.5	False	degraded_passage_2.wav	15.0	30.0
