trial_num	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time
0	5.8	0.2	False	IF WE LOOK AT RECENT ART WE FIND IT PREOCCUPIED WITH FORM	0.0	6.0
1	5.8	0.2	False	HE TOLD HIMSELF HE HAD NEVER SEEN TWO PEOPLE EAT SO MUCH	6.0	12.0
2	5.8	0.2	False	HE SAT UP AND WATCHED AS THEY PULLED THEMSELVES OVER THE STERN	12.0	18.0
3	5.8	0.2	False	I WENT TO VISIT ALFRED IN THE KINGSTON HOSPITAL A FEW TIMES	18.0	24.0
4	5.8	0.2	False	HE WENT TO THE FRONT DOOR AND OPENED IT AND LOOKED IN	24.0	30.0
