trial_num	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time
0	5.8	0.2	False	HE CALLED THE STORE OWNER AND TOGETHER THEY WENT INTO THE STOCKROOM	0.0	6.0
1	5.8	0.2	False	HE BECKONED TO HER FROM THE DOOR AND SHE SLIPPED QUIETLY OUTSIDE	6.0	12.0
2	5.8	0.2	False	THE SIZE OF WOODEN MOLD WILL DETERMINE THE AMOUNT OF CLAY NEEDED	12.0	18.0
3	5.8	0.2	False	EDYTHE SETTLED DOWN TO BECOME A SOCIAL MYTH AND A HORRIBLE EXAMPLE	18.0	24.0
4	5.8	0.2	False	DOC ABEL WAS BUSY UP FRONT WITH SOME OF HIS LIVE PATIENTS	24.0	30.0
