trial_num	hand	key_yes	key_no	trial_dur	iti_dur	story	question	options	trial_type	condition	story_dur	question_dur	text_height	display_trial_feedback	start_time	end_time
0	left	4	3	14	1	Sally, a three-year-old girl with short blonde hair was at her Aunt Carol's house. A neighbour, Mary, rang the doorbell and Carol answered. Mary looked at Sally and said, “Oh, I don’t think I’ve met this little boy. What’s your name?”	Did Sally ring the doorbell?	Yes, No	2	control	10	4	1.25	True	0	15
1	left	4	3	14	1	Emma was leaving the office when she noticed it was raining. She reached for her umbrella but realized she had left it at home. “I’ll just run,” she thought, and hurried to the bus stop.	Did anyone say something they shouldn't have said or something awkward?	Yes, No	2	social	10	4	1.25	True	15	30
