trial_num	hand	key_yes	key_no	trial_dur	iti_dur	story	question	options	trial_type	condition	story_dur	question_dur	text_height	display_trial_feedback	start_time	end_time
0	left	4	3	14	1	Joanne, who had a big role in last year’s play, auditioned for the lead this spring. Checking the cast list, she saw she’d gotten a minor role. When she ran into her boyfriend he said “You must be disappointed.” Joan replied “Yes, I am”	Did anyone say something they shouldn't have said or something awkward?	Yes, No	2	social	10	4	1.25	True	0	15
1	left	4	3	14	1	Oliver was boarding a bus when the driver said, “Your ticket isn’t valid.” Oliver checked and realized he had used an old ticket by mistake. “Oops, my bad,” he said, handing over the correct one.	Was Oliver on a plane?	Yes, No	2	control	10	4	1.25	True	15	30
