,label,knot,session_list,condition_name,media,extracted,video_start,video_end,stim_action,stim_control,hand,trial_dur,iti_dur,run_number,display_trial_feedback,start_time,end_time
0,movie,magnate,2,knot,video,1,0,14,knotActionMagnate.mov,knotControlMagnate.mov,,15,0.5,2,False,0.0,15.0
