run_num	trial_num	trial_type	trial_dur	iti_dur	start_time	end_time	stim	display_trial_feedback	noun	real_start_time	start_ttl	start_ttl_time
1	0	read	2	0.5	0.0	2.5	skirt       	False	skirt	218.00030570826493	199	0.2099080416373908
1	1	read	2	0.5	2.5	5.0	ruler       	False	ruler	220.50003858329728	201	0.5099404999054968
1	2	read	2	0.5	5.0	7.5	sheep       	False	sheep	223.000036458252	203	0.8097218750044703
1	3	read	2	0.5	7.5	10.0	sister     	False	sister	225.5000431665685	206	0.0099628749303519
1	4	read	2	0.5	10.0	12.5	daisy       	False	daisy	228.00003683334216	208	0.3098589167930186
1	5	read	2	0.5	12.5	15.0	rock        	False	rock	230.50003508338705	210	0.6098672500811517
1	6	generate	2	0.5	15.0	17.5	spoon       	False	spoon	233.00004100007936	212	0.9097753332462162
1	7	generate	2	0.5	17.5	20.0	duck        	False	duck	235.50004337495193	215	0.1098849165719002
1	8	generate	2	0.5	20.0	22.5	music       	False	music	238.00004054163583	217	0.4096334998030215
1	9	generate	2	0.5	22.5	25.0	nose        	False	nose	240.5000361665152	219	0.7099746249150485
1	10	generate	2	0.5	25.0	27.5	sandwich    	False	sandwich	243.0000480001327	221	1.0098432081285864
1	11	generate	2	0.5	27.5	30.0	printer     	False	printer	245.50004283338785	224	0.2099822915624827
2	0	read	2	0.5	0.0	2.5	temple      	False	temple	218.00022312486544	198	0.210035250056535
2	1	read	2	0.5	2.5	5.0	lemonade   	False	lemonade	220.50002704164945	200	0.5098828750196844
2	2	read	2	0.5	5.0	7.5	sock        	False	sock	223.00001858337785	202	0.8098406665958464
2	3	read	2	0.5	7.5	10.0	thimble     	False	thimble	225.50002170843072	205	0.0099313331302255
2	4	read	2	0.5	10.0	12.5	bow         	False	bow	228.0000276665669	207	0.309918750077486
2	5	read	2	0.5	12.5	15.0	pot         	False	pot	230.5000143749639	209	0.6098760000895709
2	6	generate	2	0.5	15.0	17.5	grasshopper 	False	grasshopper	233.00002195849083	211	0.9096337500959636
2	7	generate	2	0.5	17.5	20.0	sentence   	False	sentence	235.50003975001164	214	0.109860208351165
2	8	generate	2	0.5	20.0	22.5	basket      	False	basket	238.00001491676085	216	0.4097120417281985
2	9	generate	2	0.5	22.5	25.0	pizza      	False	pizza	240.5000168334227	218	0.7099666250869632
2	10	generate	2	0.5	25.0	27.5	nurse       	False	nurse	243.0000149998814	220	1.0096813749987632
2	11	generate	2	0.5	27.5	30.0	lobster     	False	lobster	245.5000146667007	223	0.2095787499565631
3	0	read	2	0.5	0.0	2.5	ladder      	False	ladder	323.0004717083648	294	0.7068453750107437
3	1	read	2	0.5	2.5	5.0	kite        	False	kite	325.5000248332508	296	1.0039352918975055
3	2	read	2	0.5	5.0	7.5	sweater     	False	sweater	328.00002420833334	299	0.2065729168243706
3	3	read	2	0.5	7.5	10.0	museum      	False	museum	330.500026833266	301	0.5066430834122002
3	4	read	2	0.5	10.0	12.5	spoon       	False	spoon	333.00002858345397	303	0.8065223749727011
3	5	read	2	0.5	12.5	15.0	sea         	False	sea	335.50002937507816	306	0.0065180831588804
3	6	generate	2	0.5	15.0	17.5	string      	False	string	338.0000308332965	308	0.3062452501617372
3	7	generate	2	0.5	17.5	20.0	mall        	False	mall	340.50001958338544	310	0.6066367081366479
3	8	generate	2	0.5	20.0	22.5	apple       	False	apple	343.000028999988	312	0.9064883750397712
3	9	generate	2	0.5	22.5	25.0	nail        	False	nail	345.50001708325	315	0.1064196249935776
3	10	generate	2	0.5	25.0	27.5	beard       	False	beard	348.0000220416114	317	0.4064445835538208
3	11	generate	2	0.5	27.5	30.0	lobster     	False	lobster	350.5000215000473	319	0.706494125071913
4	0	read	2	0.5	0.0	2.5	basket      	False	basket	288.0002563332673	261	0.9032133750151844
4	1	read	2	0.5	2.5	5.0	cannon      	False	cannon	290.5000241664238	264	0.1031887498684227
4	2	read	2	0.5	5.0	7.5	balloon     	False	balloon	293.00003004143946	266	0.4030711250379681
4	3	read	2	0.5	7.5	10.0	fly         	False	fly	295.500026041409	268	0.7042344585061073
4	4	read	2	0.5	10.0	12.5	accordion   	False	accordion	298.0000262914691	270	1.002943166764453
4	5	read	2	0.5	12.5	15.0	orange      	False	orange	300.5000217081979	273	0.2034207917749881
4	6	generate	2	0.5	15.0	17.5	stove       	False	stove	303.0000195831526	275	0.5032075417693704
4	7	generate	2	0.5	17.5	20.0	ladder      	False	ladder	305.5000160415657	277	0.8032251666299999
4	8	generate	2	0.5	20.0	22.5	door        	False	door	308.00002391659655	280	0.0030558332800865
4	9	generate	2	0.5	22.5	25.0	cell        	False	cell	310.5000162082724	282	0.3033374999649822
4	10	generate	2	0.5	25.0	27.5	printer     	False	printer	313.0000222083181	284	0.6031816669274122
4	11	generate	2	0.5	27.5	30.0	net         	False	net	315.50002804142423	286	0.9032569164410232
5	0	read	2	0.5	0.0	2.5	train       	False	train	218.0003652914893	199	0.211874833330512
5	1	read	2	0.5	2.5	5.0	saw         	False	saw	220.5000227498822	201	0.5118628749623895
5	2	read	2	0.5	5.0	7.5	beach       	False	beach	223.0000361665152	203	0.8118180835153908
5	3	read	2	0.5	7.5	10.0	baseball    	False	baseball	225.50003424985337	206	0.0138857082929462
5	4	read	2	0.5	10.0	12.5	bread       	False	bread	228.0000224164687	208	0.3119055416900664
5	5	read	2	0.5	12.5	15.0	light       	False	light	230.5000244998373	210	0.6117872917093337
5	6	generate	2	0.5	15.0	17.5	penguin     	False	penguin	233.00002445816065	212	0.9133508333470672
5	7	generate	2	0.5	17.5	20.0	chair       	False	chair	235.5000320414547	215	0.1119402081239968
5	8	generate	2	0.5	20.0	22.5	star        	False	star	238.00003579142503	217	0.4117455831728875
5	9	generate	2	0.5	22.5	25.0	hand        	False	hand	240.50002158316784	219	0.7117102083284408
5	10	generate	2	0.5	25.0	27.5	toothbrush  	False	toothbrush	243.00003008311617	221	1.0117339168209585
5	11	generate	2	0.5	27.5	30.0	football    	False	football	245.50002866634168	224	0.21179945836775
6	0	read	2	0.5	0.0	2.5	bell        	False	bell	393.0003813332878	358	0.3033067916985601
6	1	read	2	0.5	2.5	5.0	pepper      	False	pepper	395.5000400417484	360	0.603015000000596
6	2	read	2	0.5	5.0	7.5	school      	False	school	398.0000412915834	362	0.9029068748932332
6	3	read	2	0.5	7.5	10.0	nut         	False	nut	400.5000328333117	365	0.1028220416046679
6	4	read	2	0.5	10.0	12.5	television  	False	television	403.00003429153	367	0.4030087499413639
6	5	read	2	0.5	12.5	15.0	comb        	False	comb	405.5000446247868	369	0.7030921666882932
6	6	generate	2	0.5	15.0	17.5	trumpet     	False	trumpet	408.0000382498838	371	1.002895083045587
6	7	generate	2	0.5	17.5	20.0	necklace    	False	necklace	410.5000421665609	374	0.2015788336284458
6	8	generate	2	0.5	20.0	22.5	grasshopper 	False	grasshopper	413.0000369998161	376	0.5030025832820684
6	9	generate	2	0.5	22.5	25.0	spool       	False	spool	415.5000466667116	378	0.8031569584272802
6	10	generate	2	0.5	25.0	27.5	rooster     	False	rooster	418.0000335415825	381	0.0031314168591052
6	11	generate	2	0.5	27.5	30.0	horse       	False	horse	420.5000366666354	383	0.3030674583278596
7	0	read	2	0.5	0.0	2.5	trousers   	False	trousers	218.00026620854624	199	0.2033416668418795
7	1	read	2	0.5	2.5	5.0	fire        	False	fire	220.50004054186863	201	0.5028445417992771
7	2	read	2	0.5	5.0	7.5	squirrel    	False	squirrel	223.0000383751467	203	0.8030230000149459
7	3	read	2	0.5	7.5	10.0	truck       	False	truck	225.50003616674803	206	0.0030004167929291
7	4	read	2	0.5	10.0	12.5	alligator   	False	alligator	228.00003374996595	208	0.3047470832243562
