run_num	key_true	key_false	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	trial_type	num_stimuli	feedback_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	1	2	0	right	2	0.5	True	0	8	acc	0.0	2.5	288.00023216661066	262	0.9119231249205768	2	1.2982849583495408	True
1	1	2	1	right	2	0.5	True	0	8	acc	2.5	5.0	290.500024541514	265	0.1099307499825954	2	1.38114674994722	True
1	1	2	2	right	2	0.5	True	1	4	acc	5.0	7.5	293.0000350000337	267	0.4097897501196712	1	1.1528831250034273	True
1	1	2	3	right	2	0.5	True	1	8	acc	7.5	10.0	295.5000279999804	269	0.7101259166374803	2	1.4148376667872071	False
1	1	2	4	right	2	0.5	True	1	4	acc	10.0	12.5	298.00002345838584	271	1.009932708228007	1	0.844689333345741	True
1	1	2	5	right	2	0.5	True	1	4	acc	12.5	15.0	300.5000266251154	274	0.2099952916614711	1	0.6744601249229163	True
1	1	2	6	right	2	0.5	True	1	8	acc	15.0	17.5	303.0000255415216	276	0.5096071250736713	1	0.8978764584753662	True
1	1	2	7	right	2	0.5	True	1	8	acc	17.5	20.0	305.50002291658893	278	0.8100929167121649	1	0.971741791581735	True
1	1	2	8	right	2	0.5	True	1	8	acc	20.0	22.5	308.0000273750629	281	0.0100086664315313	1	0.7176689999178052	True
1	1	2	9	right	2	0.5	True	1	4	acc	22.5	25.0	310.5000297501683	283	0.3099690000526607	1	0.9085149166639894	True
1	1	2	10	right	2	0.5	True	1	8	acc	25.0	27.5	313.00002833339386	285	0.6100089582614601	1	0.6415609165560454	True
1	1	2	11	right	2	0.5	True	0	4	acc	27.5	30.0	315.50003150012344	287	0.9100413336418568	2	1.0188406666275114	True
2	1	2	0	right	2	0.5	True	0	8	acc	0.0	2.5	323.0002605000045	293	0.7101847499143332	2	1.281162208179012	True
2	1	2	1	right	2	0.5	True	0	8	acc	2.5	5.0	325.50004799989983	295	1.0097649998497218	2	1.2747198750730604	True
2	1	2	2	right	2	0.5	True	0	4	acc	5.0	7.5	328.00004974985495	298	0.2100746249780058	2	1.0848913334775716	True
2	1	2	3	right	2	0.5	True	1	8	acc	7.5	10.0	330.5000546667725	300	0.5100222916807979	1	0.8888729165773839	True
2	1	2	4	right	2	0.5	True	1	4	acc	10.0	12.5	333.00004874984734	302	0.8100332915782928	2	0.924947458319366	False
2	1	2	5	right	2	0.5	True	0	8	acc	12.5	15.0	335.50004883343354	305	0.0100490413606166	2	1.3324724168051034	True
