run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	trial_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time
1	0	1	0	False	right	0	1	148.0002589582	135	0.6100937086157501
1	1	1	0	False	left	1	2	149.03840579162352	136	0.5482175834476948
1	2	1	0	False	right	2	3	150.0715867083054	137	0.4813774581998586
1	3	1	0	False	left	3	4	151.10489412513562	138	0.414569666609168
1	4	1	0	False	right	4	5	152.13849216653034	139	0.3481552498415112
1	5	1	0	False	left	5	6	153.17171654151753	140	0.281445833388716
1	6	1	0	False	right	6	7	154.205016333377	141	0.214732791762799
1	7	1	0	False	left	7	8	155.23838116647676	142	0.14814233337529
1	8	1	0	False	right	8	9	156.27175337495282	143	0.0813659583218395
1	9	1	0	False	left	9	10	157.30500512500294	143	1.1146177500486374
1	10	1	0	False	right	10	11	158.33859441662207	144	1.0482370415702462
1	11	1	0	False	left	11	12	159.37167045823298	145	0.981361708138138
1	12	1	0	False	right	12	13	160.4050176665187	146	0.9149012500420212
1	13	1	0	False	left	13	14	161.43827604153194	147	0.8481942082289606
1	14	1	0	False	right	14	15	162.47166775004007	148	0.7814524169079959
1	15	1	0	False	left	15	16	163.50500904163346	149	0.7148698333185166
1	16	1	0	False	right	16	17	164.53831891645677	150	0.6481370832771063
1	17	1	0	False	left	17	18	165.57176358322613	151	0.581447041593492
1	18	1	0	False	right	18	19	166.6051249166485	152	0.5149221250321716
1	19	1	0	False	left	19	20	167.63842516648583	153	0.448089208221063
1	20	1	0	False	right	20	21	168.6718005000148	154	0.3811549583915621
1	21	1	0	False	left	21	22	169.7050052501727	155	0.3147804583422839
1	22	1	0	False	right	22	23	170.7383609164972	156	0.2482649164739996
1	23	1	0	False	left	23	24	171.77161962515677	157	0.1812930833548307
1	24	1	0	False	right	24	25	172.8049646250438	158	0.1147079167421907
1	25	1	0	False	left	25	26	173.83832120825537	159	0.04800979164429
1	26	1	0	False	right	26	27	174.87178599997424	159	1.0814745416864753
1	27	1	0	False	left	27	28	175.9049522082787	160	1.0137010833714155
1	28	1	0	False	right	28	29	176.9383938750252	161	0.9482914581894876
1	29	1	0	False	left	29	30	177.97169495839626	162	0.8812329999636859
2	0	1	0	False	right	0	1	43.000273041659966	40	0.1099898749962449
2	1	1	0	False	left	1	2	44.038434374844655	41	0.0481368750333786
2	2	1	0	False	right	2	3	45.07169937482104	41	1.081401958363131
2	3	1	0	False	left	3	4	46.10502808331512	42	1.0130464166868478
2	4	1	0	False	right	4	5	47.13837470836006	43	0.947704291669652
2	5	1	0	False	left	5	6	48.17167541664094	44	0.8812950833234936
2	6	1	0	False	right	6	7	49.20499166660011	45	0.8148157498799264
2	7	1	0	False	left	7	8	50.2384256250225	46	0.7480932085309178
2	8	1	0	False	right	8	9	51.27169645833783	47	0.6814780833665282
2	9	1	0	False	left	9	10	52.30497674993239	48	0.6147069586440921
2	10	1	0	False	right	10	11	53.338273874949664	49	0.5479715000838041
2	11	1	0	False	left	11	12	54.37171429162845	50	0.4813629165291786
2	12	1	0	False	right	12	13	55.40492550004274	51	0.4146691248752177
2	13	1	0	False	left	13	14	56.43816112494096	52	0.3478948331903666
2	14	1	0	False	right	14	15	57.47161545837298	53	0.2813005833886564
2	15	1	0	False	left	15	16	58.50492383353412	54	0.2148141667712479
2	16	1	0	False	right	16	17	59.53839383344166	55	0.1480327083263546
2	17	1	0	False	left	17	18	60.57159762503579	56	0.0813320416491478
2	18	1	0	False	right	18	19	61.60508174984716	56	1.1148162498138845
2	19	1	0	False	left	19	20	62.63826287491247	57	1.0477974168024955
2	20	1	0	False	right	20	21	63.671654666773975	58	0.9813281251117588
2	21	1	0	False	left	21	22	64.70525304158218	59	0.9149217498488724
2	22	1	0	False	right	22	23	65.73841804172844	60	0.8482794163282961
2	23	1	0	False	left	23	24	66.77160070836544	61	0.7812954999972135
2	24	1	0	False	right	24	25	67.80504949996248	62	0.7148140831850469
2	25	1	0	False	left	25	26	68.83844220847823	63	0.6480993749573827
2	26	1	0	False	right	26	27	69.87174141663127	64	0.5816579582169652
2	27	1	0	False	left	27	28	70.90507466671988	65	0.5142525413539261
2	28	1	0	False	right	28	29	71.93824145849794	66	0.4479579168837517
2	29	1	0	False	left	29	30	72.97161299991421	67	0.3815050835255533
3	0	1	0	False	right	0	1	43.00031558331102	40	0.1065860835369676
3	1	1	0	False	left	1	2	44.04129312513396	41	0.0472424165345728
3	2	1	0	False	right	2	3	45.07449329155497	41	1.0804425415117294
3	3	1	0	False	left	3	4	46.107939791632816	42	1.0146336667239666
3	4	1	0	False	right	4	5	47.14128008345142	43	0.9473609165288508
3	5	1	0	False	left	5	6	48.17459399998188	44	0.8808436249382794
3	6	1	0	False	right	6	7	49.207893166691065	45	0.8141307083424181
3	7	1	0	False	left	7	8	50.241197291528806	46	0.7440060414373875
