trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	8.05	auditory	0.5	0	30			training_degraded_passage_7.wav	degraded_passage
1	1	11.18	audiovisual	0.5	0	30	unpleasant52.jpg	unpleasant	training_degraded_passage_12.wav	degraded_passage
1	2	13.53	audiovisual	0.5	0	30	unpleasant35.jpg	unpleasant	degraded_passage_12.wav	degraded_passage
1	3	24.75	visual	0.5	0	30	pleasant16.jpg	pleasant		
