trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	1.16	auditory	0.5	0	30			degraded_passage_15.wav	degraded_passage
1	1	4.72	visual	0.5	0	30	unpleasant40.jpg	unpleasant		
1	2	7.14	audiovisual	0.5	0	30	unpleasant5.jpg	unpleasant	training_degraded_passage_4.wav	degraded_passage
1	3	20.2	visual	0.5	0	30	pleasant14.jpg	pleasant		
