trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	5.15	visual	0.5	0	30	pleasant15.jpg	pleasant		
1	1	8.59	auditory	0.5	0	30			degraded_passage_16.wav	degraded_passage
1	2	10.8	auditory	0.5	0	30			degraded_passage_8.wav	degraded_passage
1	3	27.36	audiovisual	0.5	0	30	pleasant11.jpg	pleasant	degraded_passage_3.wav	degraded_passage
