trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	16.35	audiovisual	0.5	0	30	unpleasant32.jpg	unpleasant	degraded_passage_5.wav	degraded_passage
1	1	18.92	audiovisual	0.5	0	30	unpleasant11.jpg	unpleasant	training_degraded_passage_11.wav	degraded_passage
1	2	23.76	auditory	0.5	0	30			degraded_passage_8.wav	degraded_passage
1	3	27.16	visual	0.5	0	30	unpleasant11.jpg	unpleasant		
