trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	8.47	auditory	0.5	0	30			training_degraded_passage_14.wav	degraded_passage
1	1	10.44	audiovisual	0.5	0	30	unpleasant20.jpg	unpleasant	degraded_passage_5.wav	degraded_passage
1	2	13.27	audiovisual	0.5	0	30	pleasant20.jpg	pleasant	training_degraded_passage_4.wav	degraded_passage
1	3	14.2	auditory	0.5	0	30			degraded_passage_1.wav	degraded_passage
