trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	2.79	audiovisual	0.5	0	30	unpleasant10.jpg	unpleasant	degraded_passage_6.wav	degraded_passage
1	1	9.87	visual	0.5	0	30	unpleasant16.jpg	unpleasant		
1	2	16.62	auditory	0.5	0	30			training_degraded_passage_3.wav	degraded_passage
1	3	24.44	auditory	0.5	0	30			training_degraded_passage_12.wav	degraded_passage
