trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	13.73	auditory	0.5	0	30			degraded_passage_5.wav	degraded_passage
1	1	17.82	audiovisual	0.5	0	30	pleasant10.jpg	pleasant	training_degraded_passage_4.wav	degraded_passage
1	2	25.16	audiovisual	0.5	0	30	pleasant25.jpg	pleasant	training_degraded_passage_12.wav	degraded_passage
1	3	26.45	audiovisual	0.5	0	30	unpleasant42.jpg	unpleasant	training_degraded_passage_15.wav	degraded_passage
