trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	6.68	audiovisual	0.5	0	30	pleasant8.jpg	pleasant	degraded_passage_7.wav	degraded_passage
1	1	9.66	audiovisual	0.5	0	30	unpleasant6.jpg	unpleasant	degraded_passage_14.wav	degraded_passage
1	2	12.09	audiovisual	0.5	0	30	unpleasant26.jpg	unpleasant	degraded_passage_8.wav	degraded_passage
1	3	12.21	auditory	0.5	0	30			degraded_passage_7.wav	degraded_passage
