trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	5.91	visual	0.5	0	30	unpleasant14.jpg	unpleasant		
1	1	15.63	visual	0.5	0	30	unpleasant7.jpg	unpleasant		
1	2	20.55	audiovisual	0.5	0	30	unpleasant29.jpg	unpleasant	degraded_passage_1.wav	degraded_passage
1	3	25.07	audiovisual	0.5	0	30	unpleasant25.jpg	unpleasant	degraded_passage_2.wav	degraded_passage
