trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	6.28	auditory	0.5	0	30			training_degraded_passage_13.wav	degraded_passage
1	1	14.91	auditory	0.5	0	30			training_degraded_passage_4.wav	degraded_passage
1	2	17.96	visual	0.5	0	30	unpleasant38.jpg	unpleasant		
1	3	25.16	auditory	0.5	0	30			degraded_passage_4.wav	degraded_passage
