trial_num	event_num	surprise_onset	stimulus_type	duration	start_time	end_time	stim	category	sound_stim	sound_dir
1	0	5.06	audiovisual	0.5	0	30	unpleasant30.jpg	unpleasant	training_degraded_passage_13.wav	degraded_passage
1	1	16.12	auditory	0.5	0	30			training_degraded_passage_9.wav	degraded_passage
1	2	22.48	auditory	0.5	0	30			training_degraded_passage_5.wav	degraded_passage
1	3	27.43	auditory	0.5	0	30			degraded_passage_8.wav	degraded_passage
