run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_25.tsv	5	3	46	3.000007166658179	0	3.0000094166607596	0.5	1.308040562496899	36.52853387499635
2	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_26.tsv	5	3	46	3.000014624994946	0	3.0000323749991367	1.0	1.5344946250006617	36.31465874999412
6	faux_pas	faux_pas	faux_pas_19.tsv	5	3	38	3.0000155000016093	0	3.0000251250021392	1.0	2.1343958333236515	35.02147883333964
6	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_19.tsv	5	38	73	38.00000916667341	0	38.00001904167584	0.7291666666666667	0.695145055120823	72.52226625000185
6	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_19.tsv	5	73	108	73.00001145833812	0	73.00002083333675	1.0	2.4802857708345982	106.46225620833866
6	visual_search	visrchsml	visual_search_19.tsv	5	108	143	108.0000145833328	0	108.00002412499452	1.0		141.73671100000502
6	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_19.tsv	5	143	178	143.000012125005	0	143.00001375000284	1.0	1.601354072914546	176.5701382499974
6	temp_deviant	temp_deviant	temp_deviant_19.tsv	5	178	221	178.0000143333309	0	178.0000155000016	1.0		210.563954833342
7	faux_pas	faux_pas	faux_pas_21.tsv	5	3	38	3.0000121250050142	0	3.000021708328859	1.0	1.9824293541605584	35.38114549999591
7	visual_search	visrchsml	visual_search_21.tsv	5	38	73	38.0000074999989	0	38.00000908332004	1.0		71.37494129166589
7	temp_deviant	temp_deviant	temp_deviant_21.tsv	5	73	108	73.00001633333159	0	73.00003404165909	1.0		105.76859129166404
7	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_21.tsv	5	108	143	108.00001579166565	0	108.00001687499751	1.0	0.858515406245715	140.38913841666363
7	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_21.tsv	5	143	178	143.00000662499224	0	143.00001670833444	1.0	2.3688717291734065	176.5565982083208
7	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_21.tsv	5	178	221	178.0000183749944	0	178.00002774999302	0.9166666666666666	0.4847574460074611	212.52585979166903
8	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_23.tsv	5	3	38	3.00001625000732	0	3.0000178333430085	0.9791666666666669	0.458617949652277	37.51484987500589
