run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
9	1.0	30.0	0.0	30.0	253.00017379166093	0.0	253.00017470832972
10	1.0	30.0	0.0	30.0	393.0001626666635	0.0	393.00016366667114
