run_num	key_left	key_right	correct_side	trial_type	trial_num	hand	condition	grid_size	num_boxes_lit	num_steps	original_sequence	modified_sequence	original_step_1	original_step_2	original_step_3	display_trial_feedback	trial_dur	sequence_dur	question_dur	iti_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	4	3	left	0	0	left	easy	(3, 4)	2	3	[(0, 0), (0, 1), (1, 1), (1, 0), (0, 2), (2, 0)]	[(0, 0), (0, 1), (1, 1), (1, 0), (2, 1), (1, 2)]	[(0, 0), (0, 1)]	[(1, 1), (1, 0)]	[(0, 2), (2, 0)]	True	7	4	3	0.5	0.0	7.5	8.000223416660447	0	8.000224458330194	4	0.6602527916693361	True
1	4	3	left	0	1	left	easy	(3, 4)	2	3	[(1, 3), (0, 0), (2, 3), (0, 1), (1, 1), (1, 2)]	[(2, 2), (2, 1), (2, 3), (0, 1), (1, 1), (1, 2)]	[(1, 3), (0, 0)]	[(2, 3), (0, 1)]	[(1, 1), (1, 2)]	True	7	4	3	0.5	7.5	15.0	15.500029916656786	0	15.500030875002269	4	0.9855057499953546	True
1	4	3	right	1	2	left	hard	(4, 4)	3	3	[(3, 2), (0, 0), (2, 0), (2, 2), (3, 0), (3, 1), (0, 1), (2, 1), (2, 3)]	[(3, 2), (0, 0), (2, 0), (2, 2), (3, 0), (3, 1), (1, 2), (1, 0), (3, 3)]	[(3, 2), (0, 0), (2, 0)]	[(2, 2), (3, 0), (3, 1)]	[(0, 1), (2, 1), (2, 3)]	True	7	4	3	0.5	15.0	22.5	23.000022749998607	0	23.00002366665285	4	1.6483857499988517	False
1	4	3	right	1	3	left	hard	(4, 4)	3	3	[(1, 3), (0, 1), (3, 0), (2, 3), (1, 2), (3, 1), (1, 1), (0, 2), (3, 2)]	[(1, 0), (3, 3), (2, 2), (2, 3), (1, 2), (3, 1), (1, 1), (0, 2), (3, 2)]	[(1, 3), (0, 1), (3, 0)]	[(2, 3), (1, 2), (3, 1)]	[(1, 1), (0, 2), (3, 2)]	True	7	4	3	0.5	22.5	30.0	30.500021125000785	0	30.50002204165503	4	1.938017958324053	False
2	4	3	right	1	0	left	easy	(3, 4)	2	3	[(0, 0), (1, 2), (0, 1), (1, 3), (0, 2), (0, 3)]	[(1, 1), (2, 3), (0, 1), (1, 3), (0, 2), (0, 3)]	[(0, 0), (1, 2)]	[(0, 1), (1, 3)]	[(0, 2), (0, 3)]	True	7	4	3	0.5	0.0	7.5	8.000208166660741	0	8.00020912499167	3	1.912980625013006	True
2	4	3	right	1	1	left	easy	(3, 4)	2	3	[(1, 3), (1, 2), (2, 2), (0, 3), (2, 1), (2, 3)]	[(1, 3), (1, 2), (2, 2), (0, 3), (0, 2), (1, 1)]	[(1, 3), (1, 2)]	[(2, 2), (0, 3)]	[(2, 1), (2, 3)]	True	7	4	3	0.5	7.5	15.0	15.50002620833402	0	15.500027249989216	3	1.0766846666665515	True
2	4	3	right	1	2	left	hard	(4, 4)	3	3	[(0, 0), (0, 1), (1, 0), (2, 0), (1, 1), (0, 2), (2, 1), (0, 3), (1, 2)]	[(2, 2), (3, 0), (3, 1), (2, 0), (1, 1), (0, 2), (2, 1), (0, 3), (1, 2)]	[(0, 0), (0, 1), (1, 0)]	[(2, 0), (1, 1), (0, 2)]	[(2, 1), (0, 3), (1, 2)]	True	7	4	3	0.5	15.0	22.5	23.00003149999247	0	23.00003241666127	3	1.4214871666627005	True
2	4	3	left	0	3	left	hard	(4, 4)	3	3	[(2, 3), (1, 1), (0, 3), (1, 0), (1, 3), (1, 2), (0, 1), (0, 0), (2, 2)]	[(2, 0), (2, 1), (0, 2), (1, 0), (1, 3), (1, 2), (0, 1), (0, 0), (2, 2)]	[(2, 3), (1, 1), (0, 3)]	[(1, 0), (1, 3), (1, 2)]	[(0, 1), (0, 0), (2, 2)]	True	7	4	3	0.5	22.5	30.0	30.50002074999793	0	30.50002166666673	4	1.726826041660388	True
6	1	2	left	0	0	right	easy	(3, 4)	2	3	[(2, 3), (0, 0), (1, 0), (2, 2), (0, 1), (1, 1)]	[(2, 3), (0, 0), (1, 3), (0, 2), (0, 1), (1, 1)]	[(2, 3), (0, 0)]	[(1, 0), (2, 2)]	[(0, 1), (1, 1)]	True	7	4	3	0.5	0.0	7.5	148.00018350000028	0	148.00018441666907	1	0.8706065000005765	True
6	1	2	left	0	1	right	easy	(3, 4)	2	3	[(1, 3), (1, 1), (1, 0), (0, 1), (0, 2), (2, 3)]	[(1, 3), (1, 1), (2, 1), (1, 2), (0, 2), (2, 3)]	[(1, 3), (1, 1)]	[(1, 0), (0, 1)]	[(0, 2), (2, 3)]	True	7	4	3	0.5	7.5	15.0	155.5000452499953	0	155.50004616667866	1	2.2075561249948805	True
