run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	start_time	end_time	location_1	location_2	real_start_time	start_ttl	start_ttl_time
9	0	30	0	False	0	30	KITCHEN	BEDROOM	113.00021083332832	0	113.00021179165924
10	0	30	0	False	0	30	KITCHEN	FRONT-DOOR	323.0001599166717	0	323.00016091666475
