run_num	key_true	key_false	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	trial_type	num_stimuli	feedback_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
6	1	2	0	right	2	0.5	True	1	8	acc	0.0	2.5	113.00021558333538	0	113.0002165416663	1	0.924811166667496	True
6	1	2	1	right	2	0.5	True	1	4	acc	2.5	5.0	115.50005229166707	0	115.50005316667377	1	0.5494555416662479	True
6	1	2	2	right	2	0.5	True	1	8	acc	5.0	7.5	118.00005404166586	0	118.00005491667252	1	0.5361240416532382	True
6	1	2	3	right	2	0.5	True	1	4	acc	7.5	10.0	120.50004595833887	0	120.50004687499312	1	0.5086340000125347	True
6	1	2	4	right	2	0.5	True	0	8	acc	10.0	12.5	123.00004920833452	0	123.0000500833412	2	1.126960166671779	True
6	1	2	5	right	2	0.5	True	0	4	acc	12.5	15.0	125.50004341667228	0	125.50004433334108	2	0.8914203333406476	True
6	1	2	6	right	2	0.5	True	0	8	acc	15.0	17.5	128.00004791667743	0	128.00004874999286	2	0.9816733750049024	True
6	1	2	7	right	2	0.5	True	1	8	acc	17.5	20.0	130.50005250000686	0	130.50005337499897	1	0.7623889166716253	True
6	1	2	8	right	2	0.5	True	0	4	acc	20.0	22.5	133.0000516250002	0	133.000052541669	2	0.9248026666609804	True
6	1	2	9	right	2	0.5	True	0	4	acc	22.5	25.0	135.5000464583427	0	135.50004737499694	2	0.7349616666615475	True
6	1	2	10	right	2	0.5	True	0	8	acc	25.0	27.5	138.00005208334187	0	138.00005299999611	2	0.9557197499962058	True
6	1	2	11	right	2	0.5	True	1	8	acc	27.5	30.0	140.5000562500063	0	140.5000571666751	1	1.20052304166893	True
7	1	2	0	right	2	0.5	True	0	4	acc	0.0	2.5	43.00016716666869	0	43.00016812499962	2	1.1635948333423585	True
7	1	2	1	right	2	0.5	True	0	4	acc	2.5	5.0	45.50002962499275	0	45.500030458322726	2	0.8207116666744696	True
7	1	2	2	right	2	0.5	True	0	4	acc	5.0	7.5	48.00002083332219	0	48.000021750005544	2	0.7591203749907436	True
7	1	2	3	right	2	0.5	True	0	4	acc	7.5	10.0	50.5000283333211	0	50.500029250004445	2	1.123921500009601	True
7	1	2	4	right	2	0.5	True	1	8	acc	10.0	12.5	53.00002033333294	0	53.00002125000174	1	0.5979807916592108	True
7	1	2	5	right	2	0.5	True	0	8	acc	12.5	15.0	55.50002687500091	0	55.50003658332571	2	1.051093916670652	True
7	1	2	6	right	2	0.5	True	1	4	acc	15.0	17.5	58.00001658333349	0	58.000017500002286	1	0.6606860833271639	True
7	1	2	7	right	2	0.5	True	0	4	acc	17.5	20.0	60.50002245832002	0	60.500023375003366	2	0.7937837916688295	True
7	1	2	8	right	2	0.5	True	1	4	acc	20.0	22.5	63.00002608333307	0	63.000027041664	1	0.5153430416539777	True
7	1	2	9	right	2	0.5	True	0	4	acc	22.5	25.0	65.5000210833241	0	65.5000219999929	2	0.7421542916708859	True
7	1	2	10	right	2	0.5	True	1	4	acc	25.0	27.5	68.00003037499846	0	68.00003129166726	1	0.5545442083384842	True
7	1	2	11	right	2	0.5	True	0	8	acc	27.5	30.0	70.50002662499901	0	70.50002750000567	2	0.8398052499978803	True
8	1	2	0	right	2	0.5	True	0	4	acc	0.0	2.5	183.0001577916701	0	183.000158750001	2	1.2622406666632742	True
8	1	2	1	right	2	0.5	True	1	4	acc	2.5	5.0	185.5000459583389	0	185.5000467916689	1	0.7296421250066487	True
8	1	2	2	right	2	0.5	True	1	8	acc	5.0	7.5	188.00003520834431	0	188.00004466666724	1	0.652448375010863	True
