run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	stim	condition	start_time	end_time	real_start_time	start_ttl	start_ttl_time
9	0	30	0	False	romance_02.mov	romance	0	30	288.00028574999305	0	288.00028666666185
10	0	30	0	False	romance_01.mov	romance	0	30	43.00025275000371	0	43.000253750011325
