task_name,task_iter,task_num,num_trials,target_num,target_file,start_time,end_time,instruct_dur
romance_movie,1,9,1,14,romance_movie_30sec_14.csv,0,35,5
visual_search,1,1,12,14,visual_search_30sec_14.csv,35,70,5
rest,1,8,1,14,rest_30sec_14.csv,70,105,5
flexion_extension,1,3,1,14,flexion_extension_30sec_14.csv,105,140,5
theory_of_mind,1,5,2,14,theory_of_mind_30sec_14.csv,140,175,5
semantic_prediction,1,7,4,14,semantic_prediction_30sec_14.csv,175,210,5
finger_sequence,1,4,8,14,finger_sequence_30sec_14.csv,210,245,5
n_back,1,6,12,14,n_back_30sec_14.csv,245,280,5
action_observation_knots,1,2,2,14,action_observation_knots_30sec_14.csv,280,315,5
