task_name,task_iter,task_num,num_trials,target_num,target_file,start_time,end_time,instruct_dur
n_back,1,6,12,03,n_back_30sec_03.csv,0,35,5
rest,1,8,1,07,rest_30sec_07.csv,35,70,5
visual_search,1,1,12,07,visual_search_30sec_07.csv,70,105,5
semantic_prediction,1,7,4,00,semantic_prediction_30sec_00.csv,105,140,5
action_observation_knots,1,2,2,06,action_observation_knots_30sec_06.csv,140,175,5
theory_of_mind,1,5,2,00,theory_of_mind_30sec_00.csv,175,210,5
finger_sequence,1,4,8,07,finger_sequence_30sec_07.csv,210,245,5
flexion_extension,1,3,2,07,flexion_extension_30sec_07.csv,245,280,5
