task_name,task_iter,task_num,num_trials,target_num,target_file,start_time,end_time,instruct_dur
visual_search,1,1,12,05,visual_search_30sec_05.csv,0,35,5
finger_sequence,1,3,8,05,finger_sequence_30sec_05.csv,35,70,5
theory_of_mind,1,4,2,05,theory_of_mind_30sec_05.csv,70,105,5
rest,1,7,1,05,rest_30sec_05.csv,105,140,5
n_back,1,5,12,05,n_back_30sec_05.csv,140,175,5
flexion_extension,1,2,1,05,flexion_extension_30sec_05.csv,175,210,5
semantic_prediction,1,6,4,05,semantic_prediction_30sec_05.csv,210,245,5
