run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	trial_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time
18	0	1	0	False	right	0	1	43.00039229169488	0	43.000393374823034
18	1	1	0	False	left	1	2	44.03453645808622	0	44.03453754168004
18	2	1	0	False	right	2	3	45.061258874833584	0	45.061260166577995
18	3	1	0	False	left	3	4	46.088138749822974	0	46.08813987486064
18	4	1	0	False	right	4	5	47.11514545814134	0	47.1151466248557
18	5	1	0	False	left	5	6	48.142083833226934	0	48.142085374798626
18	6	1	0	False	right	6	7	49.16893924982287	0	49.168940416537225
18	7	1	0	False	left	7	8	50.19576062494889	0	50.19576174998656
18	8	1	0	False	right	8	9	51.222638541599736	0	51.222639666637406
18	9	1	0	False	left	9	10	52.24957366660237	0	52.24957466660999
18	10	1	0	False	right	10	11	53.27656237478368	0	53.27656374988146
18	11	1	0	False	left	11	12	54.30337766674347	0	54.30337879154831
18	12	1	0	False	right	12	13	55.33005891670473	0	55.33005999983288
18	13	1	0	False	left	13	14	56.35690424987115	0	56.356905333232135
18	14	1	0	False	right	14	15	57.38394066668115	0	57.383941958192736
18	15	1	0	False	left	15	16	58.4105895832181	0	58.41059070825577
18	16	1	0	False	right	16	17	59.43764299992472	0	59.43764404160902
18	17	1	0	False	left	17	18	60.464666083222255	0	60.46466716658324
18	18	1	0	False	right	18	19	61.49142816662789	0	61.491429291665554
18	19	1	0	False	left	19	20	62.51798483310267	0	62.517986041726544
18	20	1	0	False	right	20	21	63.54520812490955	0	63.54520937497728
18	21	1	0	False	left	21	22	64.57208995823748	0	64.5720912499819
18	22	1	0	False	right	22	23	65.59900383325294	0	65.59900499996729
18	23	1	0	False	left	23	24	66.6257929999847	0	66.62579441675916
18	24	1	0	False	right	24	25	67.65266912500374	0	67.65267058322206
18	25	1	0	False	left	25	26	68.6794889580924	0	68.67949000000954
18	26	1	0	False	right	26	27	69.7062276666984	0	69.70622879173607
18	27	1	0	False	left	27	28	70.7330952915363	0	70.73309629154392
18	28	1	0	False	right	28	29	71.76035995804705	0	71.76036187494174
18	29	1	0	False	left	29	30	72.78720395825803	0	72.78720508306287
19	0	1	0	False	right	0	1	253.00024512480013	0	253.00024629128166
19	1	1	0	False	left	1	2	254.0121601249557	0	254.01216129143722
19	2	1	0	False	right	2	3	255.03823562478647	0	255.03823666647077
19	3	1	0	False	left	3	4	256.0649470000062	0	256.0649482081644
19	4	1	0	False	right	4	5	257.091832541395	0	257.0918336249888
19	5	1	0	False	left	5	6	258.11885941633955	0	258.1188605830539
19	6	1	0	False	right	6	7	259.14560266630724	0	259.1456038332544
19	7	1	0	False	left	7	8	260.1724831664469	0	260.1724844162818
19	8	1	0	False	right	8	9	261.1994171664119	0	261.1994184164796
19	9	1	0	False	left	9	10	262.2262799164746	0	262.226281208219
19	10	1	0	False	right	10	11	263.2530940414872	0	263.25309520820156
19	11	1	0	False	left	11	12	264.2799345832318	0	264.27993574994616
19	12	1	0	False	right	12	13	265.306988874916	0	265.30698991636746
19	13	1	0	False	left	13	14	266.33376483316533	0	266.3337659998797
19	14	1	0	False	right	14	15	267.3607746248599	0	267.36077587492764
19	15	1	0	False	left	15	16	268.3877253748942	0	268.3877264582552
19	16	1	0	False	right	16	17	269.4143633332569	0	269.41436445806175
19	17	1	0	False	left	17	18	270.4412345413584	0	270.4412357080728
19	18	1	0	False	right	18	19	271.46814049989916	0	271.4681417080574
19	19	1	0	False	left	19	20	272.49498879141174	0	272.4949899581261
19	20	1	0	False	right	20	21	273.5220928748604	0	273.52209408325143
19	21	1	0	False	left	21	22	274.5490847080946	0	274.5490857914556
19	22	1	0	False	right	22	23	275.57590237492695	0	275.57590358308516
19	23	1	0	False	left	23	24	276.6026770831086	0	276.60267824982293
19	24	1	0	False	right	24	25	277.62969858315773	0	277.62969962484203
19	25	1	0	False	left	25	26	278.6565823331475	0	278.65658354130574
19	26	1	0	False	right	26	27	279.68317341641523	0	279.6831745414529
19	27	1	0	False	left	27	28	280.7102484581992	0	280.71024962491356
19	28	1	0	False	right	28	29	281.737226666417	0	281.73722779145464
19	29	1	0	False	left	29	30	282.7640402081888	0	282.76404129131697
