run_num	key_true	key_false	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	trial_type	num_stimuli	feedback_type	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	4	3	0	left	2	0.5	True	1	4	acc	0.0	2.5	43.00024516670965	0	43.000246125040576	0		False
1	4	3	1	left	2	0.5	True	0	4	acc	2.5	5.0	45.50005133356899	0	45.50006070849486	0		False
1	4	3	2	left	2	0.5	True	0	8	acc	5.0	7.5	48.000054999953136	0	48.00005599996075	0		False
1	4	3	3	left	2	0.5	True	0	4	acc	7.5	10.0	50.500055791810155	0	50.50005679181777	3	1.830239583272487	True
1	4	3	4	left	2	0.5	True	1	8	acc	10.0	12.5	53.00005650008097	0	53.0000574584119	4	1.3979282500222323	True
1	4	3	5	left	2	0.5	True	0	8	acc	12.5	15.0	55.500057166675106	0	55.500065583502874	0		False
1	4	3	6	left	2	0.5	True	1	4	acc	15.0	17.5	58.000056916847825	0	58.00005791685544	4	1.1144344999920577	True
1	4	3	7	left	2	0.5	True	1	8	acc	17.5	20.0	60.50005783350207	0	60.50006741681136	4	1.1912492499686778	True
1	4	3	8	left	2	0.5	True	1	8	acc	20.0	22.5	63.00005520856939	0	63.00005620857701	4	1.0278691668063402	True
1	4	3	9	left	2	0.5	True	0	8	acc	22.5	25.0	65.50005783350207	0	65.5000589999836	0		False
1	4	3	10	left	2	0.5	True	1	8	acc	25.0	27.5	68.00006262492388	0	68.0000636249315	4	1.0082932086661458	True
1	4	3	11	left	2	0.5	True	0	8	acc	27.5	30.0	70.50005699996836	0	70.50005804165266	3	1.4930720417760313	True
2	4	3	0	left	2	0.5	True	0	4	acc	0.0	2.5	113.00021570851096	0	113.00021708360872	3	1.803028833353892	True
2	4	3	1	left	2	0.5	True	0	8	acc	2.5	5.0	115.50003437511624	0	115.50005250005051	3	1.276197333354503	True
2	4	3	2	left	2	0.5	True	0	4	acc	5.0	7.5	118.00002662511542	0	118.00002762512304	3	0.9263252918608488	True
2	4	3	3	left	2	0.5	True	0	4	acc	7.5	10.0	120.50003154180013	0	120.50004087504932	3	0.9553714585490524	True
2	4	3	4	left	2	0.5	True	0	4	acc	10.0	12.5	123.00002266676164	0	123.00002362509258	3	0.9414794165641068	True
2	4	3	5	left	2	0.5	True	1	8	acc	12.5	15.0	125.50002437504008	0	125.50002550007775	4	0.8983673334587365	True
2	4	3	6	left	2	0.5	True	1	4	acc	15.0	17.5	128.00003091688268	0	128.00003187498078	4	0.9244150000158696	True
2	4	3	7	left	2	0.5	True	0	4	acc	17.5	20.0	130.5000274167396	0	130.50003695860505	3	1.2011629999615252	True
2	4	3	8	left	2	0.5	True	0	8	acc	20.0	22.5	133.00002625002526	0	133.00002733361907	3	1.7873690000269562	True
2	4	3	9	left	2	0.5	True	1	8	acc	22.5	25.0	135.50003100000322	0	135.50003200001083	4	0.7921112498734146	True
2	4	3	10	left	2	0.5	True	0	8	acc	25.0	27.5	138.00003208359703	0	138.0000331667252	3	1.2665181667543948	True
2	4	3	11	left	2	0.5	True	1	4	acc	27.5	30.0	140.50003016693518	0	140.50003120861948	4	0.7087589167058468	True
3	4	3	0	left	2	0.5	True	1	8	acc	0.0	2.5	113.00020787492394	0	113.0002087915782	4	1.2370455833151937	True
3	4	3	1	left	2	0.5	True	0	8	acc	2.5	5.0	115.50002583349124	0	115.50002683349884	3	0.7771895413752645	True
3	4	3	2	left	2	0.5	True	1	8	acc	5.0	7.5	118.00001304177567	0	118.00001416658051	4	0.6512289999518543	True
3	4	3	3	left	2	0.5	True	0	4	acc	7.5	10.0	120.50001591676846	0	120.50001750001684	3	0.8774956250563264	True
3	4	3	4	left	2	0.5	True	0	4	acc	10.0	12.5	123.00001537497155	0	123.00001637497915	3	1.298463041894138	True
3	4	3	5	left	2	0.5	True	1	8	acc	12.5	15.0	125.50001349998638	0	125.50001445831732	4	0.7004746666643769	True
3	4	3	6	left	2	0.5	True	1	4	acc	15.0	17.5	128.00001483340748	0	128.0000158334151	3	1.0812353333458304	False
3	4	3	7	left	2	0.5	True	1	8	acc	17.5	20.0	130.500025333371	0	130.50002637482248	4	1.1232127498369664	True
3	4	3	8	left	2	0.5	True	0	8	acc	20.0	22.5	133.0000165833626	0	133.00001750001684	3	1.2083946666680276	True
3	4	3	9	left	2	0.5	True	0	8	acc	22.5	25.0	135.50002499995753	0	135.5000259585213	3	1.5783806249964982	True
3	4	3	10	left	2	0.5	True	1	4	acc	25.0	27.5	138.0000199165661	0	138.00002087489702	4	0.5644481249619275	True
3	4	3	11	left	2	0.5	True	1	8	acc	27.5	30.0	140.5000204166863	0	140.50002141669393	4	0.6653633748646826	True
4	4	3	0	left	2	0.5	True	0	4	acc	0.0	2.5	183.0001911665313	0	183.00019208341837	3	0.9154884999152272	True
4	4	3	1	left	2	0.5	True	0	8	acc	2.5	5.0	185.50002279155888	0	185.50002395827323	3	0.9219001249875872	True
4	4	3	2	left	2	0.5	True	1	8	acc	5.0	7.5	188.00001979153603	0	188.00002916669473	4	0.5961317501496524	True
4	4	3	3	left	2	0.5	True	1	8	acc	7.5	10.0	190.5000307501759	0	190.50004008342512	4	0.6012117501813918	True
4	4	3	4	left	2	0.5	True	0	4	acc	10.0	12.5	193.00003304169513	0	193.00004237517717	3	0.7151230417657644	True
4	4	3	5	left	2	0.5	True	0	8	acc	12.5	15.0	195.50002162507735	0	195.5000310416799	3	0.9839601668063552	True
4	4	3	6	left	2	0.5	True	1	4	acc	15.0	17.5	198.00003083329648	0	198.0000408750493	4	0.9061343334615232	True
4	4	3	7	left	2	0.5	True	1	4	acc	17.5	20.0	200.5000235834159	0	200.50003295834176	3	0.8201685000676662	False
4	4	3	8	left	2	0.5	True	0	8	acc	20.0	22.5	203.00003266660497	0	203.00004208344035	3	1.425195958232507	True
4	4	3	9	left	2	0.5	True	1	8	acc	22.5	25.0	205.5000265834387	0	205.50003591668792	4	0.7656660417560488	True
4	4	3	10	left	2	0.5	True	1	8	acc	25.0	27.5	208.00003150012344	0	208.00004920829087	3	0.9441237498540432	False
4	4	3	11	left	2	0.5	True	0	4	acc	27.5	30.0	210.50003445823677	0	210.5000357083045	3	1.233989333268255	True
5	4	3	0	left	2	0.5	True	0	4	acc	0.0	2.5	113.00019237515517	0	113.00019337516278	3	0.9032610834110528	True
5	4	3	1	left	2	0.5	True	1	4	acc	2.5	5.0	115.50002062506974	0	115.50002158340068	4	0.6985105834901333	True
5	4	3	2	left	2	0.5	True	1	4	acc	5.0	7.5	118.0000216665212	0	118.00002258340828	3	0.9812845000997186	False
5	4	3	3	left	2	0.5	True	0	8	acc	7.5	10.0	120.50003204145467	0	120.50003295834176	3	1.6739987500477582	True
5	4	3	4	left	2	0.5	True	0	8	acc	10.0	12.5	123.0000232500024	0	123.00002420833334	3	1.84415266639553	True
5	4	3	5	left	2	0.5	True	0	4	acc	12.5	15.0	125.50001950003208	0	125.50002041645348	3	1.0644226665608585	True
5	4	3	6	left	2	0.5	True	1	8	acc	15.0	17.5	128.000024541514	0	128.00002545840107	4	0.8107488334644586	True
