run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
18	1.0	30.0	0.0	30.0	393.00015037483536	0.0	393.0001513331663
19	1.0	30.0	0.0	30.0	358.00022854143754	0.0	358.0002294580918
