run_num	trial_num	trial_dur	iti_dur	display_trial_feedback	start_time	end_time	location_1	location_2	real_start_time	start_ttl	start_ttl_time
18	0	30	0	False	0	30	KITCHEN	FRONT-DOOR	428.0002810417209	0	428.0002819581423
19	0	30	0	False	0	30	KITCHEN	BEDROOM	218.0002271248959	0	218.0002280413173
