run_num	key_left	key_right	correct_side	trial_type	trial_num	hand	condition	grid_size	num_boxes_lit	num_steps	original_sequence	modified_sequence	original_step_1	original_step_2	original_step_3	display_trial_feedback	trial_dur	sequence_dur	question_dur	iti_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	4	3	right	1	0	left	easy	(3, 4)	2	3	[(1, 2), (0, 0), (0, 2), (2, 2), (1, 1), (0, 3)]	[(0, 1), (2, 3), (0, 2), (2, 2), (1, 1), (0, 3)]	[(1, 2), (0, 0)]	[(0, 2), (2, 2)]	[(1, 1), (0, 3)]	True	7	4	3	0.5	0.0	7.5	113.00171400001273	0	113.00171500002034	0		False
1	4	3	left	0	1	left	easy	(3, 4)	2	3	[(1, 3), (2, 0), (1, 2), (2, 1), (2, 3), (0, 2)]	[(2, 2), (0, 1), (1, 2), (2, 1), (2, 3), (0, 2)]	[(1, 3), (2, 0)]	[(1, 2), (2, 1)]	[(2, 3), (0, 2)]	True	7	4	3	0.5	7.5	15.0	120.50008070841432	0	120.50008237501606	3	0.963621374918148	False
1	4	3	left	0	2	left	hard	(4, 4)	3	3	[(2, 0), (1, 1), (1, 2), (2, 2), (2, 1), (0, 2), (2, 3), (3, 0), (1, 0)]	[(2, 0), (1, 1), (1, 2), (2, 2), (2, 1), (0, 2), (1, 3), (0, 1), (3, 2)]	[(2, 0), (1, 1), (1, 2)]	[(2, 2), (2, 1), (0, 2)]	[(2, 3), (3, 0), (1, 0)]	True	7	4	3	0.5	15.0	22.5	128.00007362500764	0	128.0000829999335	4	0.8087105834856629	True
1	4	3	left	0	3	left	hard	(4, 4)	3	3	[(1, 0), (0, 0), (3, 3), (0, 1), (2, 3), (3, 2), (1, 1), (2, 0), (1, 3)]	[(2, 1), (2, 2), (3, 0), (0, 1), (2, 3), (3, 2), (1, 1), (2, 0), (1, 3)]	[(1, 0), (0, 0), (3, 3)]	[(0, 1), (2, 3), (3, 2)]	[(1, 1), (2, 0), (1, 3)]	True	7	4	3	0.5	22.5	30.0	135.50008175009862	0	135.5000828334596	4	1.0577260830905288	True
2	4	3	left	0	0	left	easy	(3, 4)	2	3	[(1, 3), (1, 2), (0, 3), (0, 2), (2, 3), (2, 2)]	[(1, 3), (1, 2), (1, 1), (2, 1), (2, 3), (2, 2)]	[(1, 3), (1, 2)]	[(0, 3), (0, 2)]	[(2, 3), (2, 2)]	True	7	4	3	0.5	0.0	7.5	148.00025891675614	0	148.00025987508707	3	1.021000083303079	False
2	4	3	right	1	1	left	easy	(3, 4)	2	3	[(0, 0), (2, 2), (2, 3), (0, 1), (1, 3), (2, 1)]	[(0, 0), (2, 2), (2, 3), (0, 1), (1, 0), (1, 2)]	[(0, 0), (2, 2)]	[(2, 3), (0, 1)]	[(1, 3), (2, 1)]	True	7	4	3	0.5	7.5	15.0	155.50004287506454	0	155.50005220854655	3	1.2060996249783784	True
2	4	3	left	0	2	left	hard	(4, 4)	3	3	[(1, 1), (1, 3), (3, 1), (1, 0), (0, 1), (1, 2), (0, 3), (2, 1), (2, 0)]	[(0, 2), (2, 2), (0, 0), (1, 0), (0, 1), (1, 2), (0, 3), (2, 1), (2, 0)]	[(1, 1), (1, 3), (3, 1)]	[(1, 0), (0, 1), (1, 2)]	[(0, 3), (2, 1), (2, 0)]	True	7	4	3	0.5	15.0	22.5	163.00004175002687	0	163.00006808363833	4	1.0160266666207465	True
2	4	3	left	0	3	left	hard	(4, 4)	3	3	[(1, 1), (2, 1), (0, 0), (2, 2), (2, 0), (0, 1), (3, 1), (3, 2), (3, 0)]	[(2, 3), (1, 2), (0, 2), (2, 2), (2, 0), (0, 1), (3, 1), (3, 2), (3, 0)]	[(1, 1), (2, 1), (0, 0)]	[(2, 2), (2, 0), (0, 1)]	[(3, 1), (3, 2), (3, 0)]	True	7	4	3	0.5	22.5	30.0	170.5000302917324	0	170.50003195856698	3	1.0828925832174718	False
3	4	3	left	0	0	left	easy	(3, 4)	2	3	[(0, 0), (1, 2), (2, 2), (1, 3), (1, 0), (0, 2)]	[(0, 0), (1, 2), (2, 2), (1, 3), (1, 1), (2, 1)]	[(0, 0), (1, 2)]	[(2, 2), (1, 3)]	[(1, 0), (0, 2)]	True	7	4	3	0.5	0.0	7.5	43.00017566676251	0	43.00017666677013	4	1.914454999845475	True
3	4	3	right	1	1	left	easy	(3, 4)	2	3	[(1, 0), (0, 2), (1, 2), (0, 0), (2, 0), (0, 3)]	[(1, 0), (0, 2), (0, 1), (1, 1), (2, 0), (0, 3)]	[(1, 0), (0, 2)]	[(1, 2), (0, 0)]	[(2, 0), (0, 3)]	True	7	4	3	0.5	7.5	15.0	50.500023250002414	0	50.500024791574106	4	1.5262174168601632	False
