run_num	trial_num	trial_type	trial_dur	iti_dur	start_time	end_time	stim	display_trial_feedback	noun	real_start_time	start_ttl	start_ttl_time
18	0	read	2	0.5	0.0	2.5	shoe        	False	shoe	323.00022745807655	0	323.0002284166403
18	1	read	2	0.5	2.5	5.0	bicycle     	False	bicycle	325.50001099985093	0	325.5000118748285
18	2	read	2	0.5	5.0	7.5	chain       	False	chain	328.00001099985093	0	328.000011916738
18	3	read	2	0.5	7.5	10.0	leopard     	False	leopard	330.5000157917384	0	330.5000167081598
18	4	read	2	0.5	10.0	12.5	wrench      	False	wrench	333.0000225417316	0	333.00002341670915
18	5	read	2	0.5	12.5	15.0	toy         	False	toy	335.50001779175363	0	335.50001874985173
18	6	generate	2	0.5	15.0	17.5	cake        	False	cake	338.0000129581895	0	338.00001383316703
18	7	generate	2	0.5	17.5	20.0	belt        	False	belt	340.5000144166406	0	340.50001533306204
18	8	generate	2	0.5	20.0	22.5	meal       	False	meal	343.0000184997916	0	343.0000194166787
18	9	generate	2	0.5	22.5	25.0	beach       	False	beach	345.50002104160376	0	345.500021958258
18	10	generate	2	0.5	25.0	27.5	helicopter  	False	helicopter	348.00001224991865	0	348.0000131248962
18	11	generate	2	0.5	27.5	30.0	earring     	False	earring	350.5000191249419	0	350.50002004159614
19	0	read	2	0.5	0.0	2.5	cigarette   	False	cigarette	428.00026058312505	0	428.0002614997793
19	1	read	2	0.5	2.5	5.0	barrel      	False	barrel	430.50006958306767	0	430.50007049995475
19	2	read	2	0.5	5.0	7.5	anchor      	False	anchor	433.0000648749992	0	433.00006587500684
19	3	read	2	0.5	7.5	10.0	nut         	False	nut	435.500068041496	0	435.50006891647354
19	4	read	2	0.5	10.0	12.5	bottle      	False	bottle	438.00006470805965	0	438.0000656249467
19	5	read	2	0.5	12.5	15.0	asparagus   	False	asparagus	440.50007099984214	0	440.5000719164964
19	6	generate	2	0.5	15.0	17.5	artichoke   	False	artichoke	443.0000674582552	0	443.00006837490946
19	7	generate	2	0.5	17.5	20.0	leg         	False	leg	445.5000705413986	0	445.50007141637616
19	8	generate	2	0.5	20.0	22.5	leaf        	False	leaf	448.00007016630843	0	448.0000713332556
19	9	generate	2	0.5	22.5	25.0	disease     	False	disease	450.50006995815784	0	450.50007166643627
19	10	generate	2	0.5	25.0	27.5	duck        	False	duck	453.0000592498109	0	453.0000602914952
19	11	generate	2	0.5	27.5	30.0	dresser     	False	dresser	455.5000620414503	0	455.5000716249924
