trial_num	event_num	surprise_onset	duration	surprise_end	stimulus_type	stim	category	start_time	end_time
1	0	7.25	0.5	7.75	visual	unpleasant52.jpg	unpleasant	0	30
1	1	11.17	0.5	11.67	visual	pleasant7.jpg	pleasant	0	30
1	2	18.16	0.5	18.66	visual	unpleasant37.jpg	unpleasant	0	30
1	3	21.51	0.5	22.01	visual	unpleasant44.jpg	unpleasant	0	30
1	4	28.23	0.5	28.73	visual	pleasant13.jpg	pleasant	0	30
