trial_num	event_num	surprise_onset	duration	surprise_end	stimulus_type	stim	category	start_time	end_time
1	0	3.98	0.5	4.48	visual	unpleasant54.jpg	unpleasant	0	30
1	1	6.3	0.5	6.8	visual	pleasant4.jpg	pleasant	0	30
1	2	6.31	0.5	6.81	visual	unpleasant25.jpg	unpleasant	0	30
1	3	7.87	0.5	8.37	visual	unpleasant6.jpg	unpleasant	0	30
