trial_num	event_num	surprise_onset	duration	surprise_end	stimulus_type	stim	category	start_time	end_time
1	0	7.61	0.5	8.11	visual	unpleasant4.jpg	unpleasant	0	30
1	1	12.17	0.5	12.67	visual	unpleasant12.jpg	unpleasant	0	30
1	2	19.4	0.5	19.9	visual	pleasant5.jpg	pleasant	0	30
1	3	27.29	0.5	27.79	visual	pleasant12.jpg	pleasant	0	30
