label,video_name,condition_name,media,extracted,video_start,video_end
movie,1_romance,romance,video,1,0,30
movie,2_romance,romance,video,1,0,30
movie,3_romance,romance,video,1,0,30
movie,4_romance,romance,video,1,0,30
movie,5_romance,romance,video,1,0,30
movie,6_romance,romance,video,1,0,30
movie,7_romance,romance,video,1,0,30
movie,8_romance,romance,video,1,0,30
movie,9_romance,romance,video,1,0,30
movie,10_romance,romance,video,1,0,30
