run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
10	1.0	30.0	0.0	30.0	358.00019266665913	0.0	358.00019362499734
11	1.0	30.0	0.0	30.0	113.00019762499869	0.0	113.0001985833369
