run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_20.tsv	5	3	38	3.000016500001948	0	3.0000428750063293	0.0	2.7767284999936237	37.91447908333794
1	visual_search	visrchsml	visual_search_20.tsv	5	38	73	38.00001712500671	0	38.00001879166666	0.75		71.12160404166934
1	temp_deviant	temp_deviant	temp_deviant_20.tsv	5	73	108	73.00002287500683	0	73.00002475000656	1.0		105.84847562500364
1	faux_pas	faux_pas	faux_pas_20.tsv	5	108	143	108.000003416666	0	108.0000052083342	1.0	2.6259938125003828	141.12284658333374
1	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_20.tsv	5	143	178	143.0000157500035	0	143.00004216667003	0.5	1.4923893333343583	176.11636091666878
1	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_20.tsv	5	178	221	178.00000379166886	0	178.0000307083319	0.8333333333333333	0.4896424236106517	212.5107818750039
2	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_22.tsv	5	3	38	3.0000184166638064	0	3.000021541665774	0.75	0.9147331875010424	35.134267458328395
2	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_22.tsv	5	38	73	38.000016041660274	0	38.000043541665946	0.9166666666666669	0.4163091769099082	72.5154512083318
2	visual_search	visrchsml	visual_search_22.tsv	5	73	108	73.00000304166315	0	73.00000949999958	0.75		106.6956197499967
2	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_22.tsv	5	108	143	108.00000687500142	0	108.0000261666646	0.5	2.4968668750007055	141.4223305416599
2	temp_deviant	temp_deviant	temp_deviant_22.tsv	5	143	178	143.00001395832803	0	143.0000165833335	1.0		175.4563002083305
2	faux_pas	faux_pas	faux_pas_22.tsv	5	178	221	178.0000145833328	0	178.00004154166527	1.0	1.2838163541637186	209.25007541666128
3	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_24.tsv	5	3	38	3.0000089583409135	0	3.000026000001526	0.75	0.9941545520796352	35.861240458340035
3	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_24.tsv	5	38	73	38.00001950000296	0	38.000021666674	0.8958333333333334	0.3645070980902952	72.5087910000002
3	faux_pas	faux_pas	faux_pas_24.tsv	5	73	108	73.00000474999979	0	73.00000695834024	0.5	1.1563821874988207	104.43525391667208
3	temp_deviant	temp_deviant	temp_deviant_24.tsv	5	108	143	108.00000854166863	0	108.0000264166738	1.0		140.48271845834097
3	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_24.tsv	5	143	178	143.0000125000006	0	143.0000141250057	0.5	2.172109958330111	175.98314345833933
3	visual_search	visrchsml	visual_search_24.tsv	5	178	221	178.00001804166823	0	178.00003508333612	1.0		211.76435816667072
4	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_26.tsv	5	3	38	3.0000034166660043	0	3.00001283333404	0.9583333333333334	0.329498374132072	37.51512808333791
4	temp_deviant	temp_deviant	temp_deviant_26.tsv	5	38	73	38.00001599999814	0	38.00001712499943	1.0		70.49473683333781
4	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_26.tsv	5	73	108	73.00002037500235	0	73.00003720833774	1.0	2.0757583333324874	106.08902800000214
4	visual_search	visrchsml	visual_search_26.tsv	5	108	143	108.00001804166824	0	108.0000280000022	1.0		141.20318429166946
4	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_26.tsv	5	143	178	143.00001133333717	0	143.00002058333484	1.0	0.6180191666680912	175.2766950833393
4	faux_pas	faux_pas	faux_pas_26.tsv	5	178	221	178.00000587500108	0	178.00001587500446	1.0	1.250328999998601	209.7503400833375
6	visual_search	visrchsml	visual_search_30.tsv	5	3	38	3.0000181666691788	0	3.0000193333326024	0.9166666666666666		36.20614316666615
6	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_30.tsv	5	38	73	38.000018416663806	0	38.00003612499859	0.0	2.457311041667708	71.38645091666694
6	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_30.tsv	5	73	108	73.00000683333201	0	73.0000247916687	0.75	1.1759011250014737	105.6737562916678
6	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_30.tsv	5	108	143	108.00001783333572	0	108.00004333333344	0.9583333333333334	0.3430614435765164	142.50826145833707
6	faux_pas	faux_pas	faux_pas_30.tsv	5	143	178	143.0000145416634	0	143.0000207083358	0.0	3.0226110624971625	175.84831679166382
6	temp_deviant	temp_deviant	temp_deviant_30.tsv	5	178	221	178.00001537500066	0	178.00001670833444	1.0		210.4819720416635
7	faux_pas	faux_pas	faux_pas_19.tsv	5	3	38	3.000013625001884	0	3.0000157916656462	1.0	1.5798738750017949	33.94098029167071
7	temp_deviant	temp_deviant	temp_deviant_19.tsv	5	38	73	38.0000079583333	0	38.00001754166442	1.0		70.42824179166928
7	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_19.tsv	5	73	108	73.00000466666825	0	73.00002204166958	0.5	1.966135854170716	106.422001416664
7	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_19.tsv	5	108	143	108.0000045416673	0	108.00001416666782	0.8541666666666667	0.4340265078124806	142.5100462916671
7	visual_search	visrchsml	visual_search_19.tsv	5	143	178	143.00001008332765	0	143.00001941666414	1.0		176.42352754166495
7	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_19.tsv	5	178	221	178.00001874999725	0	178.00002041666448	1.0	0.7789855104147136	210.6574584166665
8	visual_search	visrchsml	visual_search_21.tsv	5	3	38	3.0000091249967227	0	3.000026916670322	0.9166666666666666		35.99477399999887
8	faux_pas	faux_pas	faux_pas_21.tsv	5	38	73	38.000003458335414	0	38.00003804166772	0.5	1.1665386041677266	69.2150124999971
8	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_21.tsv	5	73	108	73.00000541666668	0	73.00004845832882	1.0	0.9527434791652922	105.10234508333087
8	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_21.tsv	5	108	143	108.00000849999924	0	108.00001283333404	0.5	2.109947249999095	141.16309091666335
8	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_21.tsv	5	143	178	143.0000177499969	0	143.00002149999636	0.8958333333333333	0.3629262439232358	177.50386983333738
8	temp_deviant	temp_deviant	temp_deviant_21.tsv	5	178	221	178.00001370833343	0	178.0000316250007	1.0		210.4305667916633
9	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_23.tsv	5	3	38	3.000006000002031	0	3.0000236666674027	1.0	1.6660542708341382	35.767654666662565
9	temp_deviant	temp_deviant	temp_deviant_23.tsv	5	38	73	38.000015249999706	0	38.000033791664464	1.0		70.41493458333571
9	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_23.tsv	5	73	108	73.00001350000093	0	73.00004016666207	1.0	0.6719703541639319	105.4488958333386
9	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_23.tsv	5	108	143	108.00001729166252	0	108.00004404166248	0.9791666666666669	0.3797048602429337	142.50953691666655
9	faux_pas	faux_pas	faux_pas_23.tsv	5	143	178	143.00000575000013	0	143.00003925000055	0.5	1.8969763958339172	173.6495742499974
9	visual_search	visrchsml	visual_search_23.tsv	5	178	221	178.00001941666414	0	178.0000234166655	0.9166666666666666		211.09750866666585
10	action_observation	acva-acvk	action_observation_17.tsv	5	3	38	3.0000037499994505	0	3.0000130833286676			37.18639324999822
10	temp_deviant	temp_deviant	temp_deviant_17.tsv	5	38	73	38.00001487499685	0	38.000016041660274	1.0		70.46852191666403
10	movie	mov	movie_17.tsv	5	73	108	73.00000670832378	0	73.00000895832636			108.08075362499947
10	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_17.tsv	5	108	143	108.0811223749988	0	108.0811236666632	0.9375	0.3829206814236082	142.50978575000045
10	visual_search	visrchsml	visual_search_17.tsv	5	143	178	143.0000067916626	0	143.00002487500024	0.8333333333333334		176.38391908332414
10	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_17.tsv	5	178	213	178.00001295832772	0	178.00002345832763	0.75	0.8585842499996943	210.37733916666184
10	faux_pas	faux_pas	faux_pas_17.tsv	5	213	248	213.00001983332913	0	213.0000214166648	1.0	1.0971613750007236	244.2775851666593
10	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_17.tsv	5	248	283	248.00001420832268	0	248.00001716666156	0.0	1.7876301249925746	280.75173116665974
10	tongue_movement	tongue	tongue_movement_17.tsv	5	283	318	283.0000053749973	0	283.00000712499605			318.8132606250001
10	verb_generation	vrbgn-wrdrd	verb_generation_17.tsv	5	318	353	318.8135084999958	0	318.81350974999805			352.5267830833254
10	rest	rest	rest_17.tsv	5	353	388	353.0000061249957	0	353.000007249997			388.0016262083227
10	spatial_navigation	spatialnav	spatial_navigation_17.tsv	5	388	423	388.0019788749996	0	388.00198029166495			423.019018416664
10	rest_surprise_sound_images	rest_surp_snd_img	rest_surprise_sound_images_17.tsv	5	423	466	423.0193085416613	0	423.0193104583232			458.0034367916596
11	action_observation	acva-acvk	action_observation_18.tsv	5	3	38	3.000004000001354	0	3.000005208334187			37.13315858333226
11	verb_generation	vrbgn-wrdrd	verb_generation_18.tsv	5	38	73	38.00001287499617	0	38.00003899999865			72.52181733333418
11	tongue_movement	tongue	tongue_movement_18.tsv	5	73	108	73.00000304166315	0	73.0000041250023			108.80963150000025
11	rest	rest	rest_18.tsv	5	108	143	108.80990266666049	0	108.8099038750006			143.00073916666588
11	movie	mov	movie_18.tsv	5	143	178	143.0010280416609	0	143.0010297083354			178.0817785833351
11	spatial_navigation	spatialnav	spatial_navigation_18.tsv	5	178	213	178.08214487499936	0	178.08214616666373			213.01675537499978
