run_num	key_one	key_two	key_three	key_four	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	change_type	change_time	position_change	change_to	stim_original	stim_final	start_time	end_time	real_start_time	start_ttl	start_ttl_time	correct	rt
1	1	2	3	4	0	unimanual	3.25	0.5	True	first_horizon	1.08	3.0	3.0	4 2 4 1 4 1	4 2 3 1 4 1	0.0	3.75	183.00070658333425	0	183.000707625004	0.5	0.7607867083315796
1	1	2	3	4	1	unimanual	3.25	0.5	True					1 3 4 3 4 1	1 3 4 3 4 1	3.75	7.5	186.75054854166956	0	186.75054962500144	0.8333333333333334	0.5289060208342562
1	1	2	3	4	2	unimanual	3.25	0.5	True	second_horizon	8.58	4.0	4.0	3 1 3 1 2 1	3 1 3 4 2 1	7.5	11.25	190.500535625004	0	190.50053666666645	1.0	0.4372411249993699
1	1	2	3	4	3	unimanual	3.25	0.5	True					3 1 2 1 4 2	3 1 2 1 4 2	11.25	15.0	194.25049412500084	0	194.25049508333905	1.0	0.3698467499998514
1	1	2	3	4	4	unimanual	3.25	0.5	True					2 1 3 1 3 2	2 1 3 1 3 2	15.0	18.75	198.00051037500089	0	198.0005113750012	1.0	0.3925994999990507
1	1	2	3	4	5	unimanual	3.25	0.5	True					1 4 3 4 2 4	1 4 3 4 2 4	18.75	22.5	201.75053758333524	0	201.75053866666713	0.6666666666666666	0.522287076387632
1	1	2	3	4	6	unimanual	3.25	0.5	True	first_horizon	24.12	4.0	3.0	1 3 4 2 4 3	1 3 4 3 4 3	22.5	26.25	205.50051241667097	0	205.50051350000285	0.6666666666666666	0.4558526458337534
1	1	2	3	4	7	unimanual	3.25	0.5	True	second_horizon	27.88	5.0	2.0	2 4 2 4 1 3	2 4 2 4 2 3	26.25	30.0	209.25051583333695	0	209.2505169166689	1.0	0.4496195624997199
2	1	2	3	4	0	unimanual	3.25	0.5	True					3 4 1 2 3 2	3 4 1 2 3 2	0.0	3.75	43.00075391666178	0	43.00075491666212	1.0	0.4104142569449323
2	1	2	3	4	1	unimanual	3.25	0.5	True					4 2 4 3 4 3	4 2 4 3 4 3	3.75	7.5	46.75058095833083	0	46.75058200000058	1.0	0.3691905138888008
2	1	2	3	4	2	unimanual	3.25	0.5	True	first_horizon	8.58	3.0	3.0	3 4 1 4 3 1	3 4 3 4 3 1	7.5	11.25	50.500537916661415	0	50.50053891666175	1.0	0.413555902778171
2	1	2	3	4	3	unimanual	3.25	0.5	True	first_horizon	13.96	6.0	3.0	2 1 4 1 4 2	2 1 4 1 4 3	11.25	15.0	54.25053354166448	0	54.25053454166482	0.6666666666666666	0.5849163250008133
2	1	2	3	4	4	unimanual	3.25	0.5	True	first_horizon	15.54	2.0	4.0	2 3 2 3 2 1	2 4 2 3 2 1	15.0	18.75	58.00059458333271	0	58.000595624995185	0.8333333333333334	0.4610922638882281
2	1	2	3	4	5	unimanual	3.25	0.5	True					2 4 1 3 1 3	2 4 1 3 1 3	18.75	22.5	61.750543000001926	0	61.75054408333381	0.8333333333333334	0.3652071597231649
2	1	2	3	4	6	unimanual	3.25	0.5	True	second_horizon	23.58	4.0	4.0	2 3 1 3 2 1	2 3 1 4 2 1	22.5	26.25	65.50055233333114	0	65.50055337500089	1.0	0.3494583402765177
2	1	2	3	4	7	unimanual	3.25	0.5	True					3 4 1 3 2 3	3 4 1 3 2 3	26.25	30.0	69.2505717916647	0	69.25057279166504	1.0	0.376638652778638
3	1	2	3	4	0	unimanual	3.25	0.5	True					2 1 3 1 4 3	2 1 3 1 4 3	0.0	3.75	43.00071420834138	0	43.00071525000385	0.8333333333333334	0.3630918541663656
3	1	2	3	4	1	unimanual	3.25	0.5	True	first_horizon	5.38	4.0	2.0	1 3 1 4 3 2	1 3 1 2 3 2	3.75	7.5	46.75057383334206	0	46.75057487500453	0.8333333333333334	0.4087684583331186
3	1	2	3	4	2	unimanual	3.25	0.5	True					4 1 2 3 2 4	4 1 2 3 2 4	7.5	11.25	50.50052829166816	0	50.5005292916685	1.0	0.3520431736117946
3	1	2	3	4	3	unimanual	3.25	0.5	True	second_horizon	12.88	5.0	1.0	2 3 1 4 2 3	2 3 1 4 1 3	11.25	15.0	54.25057408333669	0	54.250575083337026	0.8333333333333334	0.3480642222226985
3	1	2	3	4	4	unimanual	3.25	0.5	True					1 4 1 2 1 4	1 4 1 2 1 4	15.0	18.75	58.00055841667199	0	58.00055937500292	0.8333333333333334	0.3231493680553588
3	1	2	3	4	5	unimanual	3.25	0.5	True	first_horizon	19.83	3.0	3.0	1 2 4 1 4 1	1 2 3 1 4 1	18.75	22.5	61.75055787500605	0	61.75055887500639	1.0	0.3687239999999292
3	1	2	3	4	6	unimanual	3.25	0.5	True					2 4 2 3 4 2	2 4 2 3 4 2	22.5	26.25	65.50055550000252	0	65.50055654167227	1.0	0.3680039513892552
3	1	2	3	4	7	unimanual	3.25	0.5	True	first_horizon	26.79	2.0	3.0	4 2 1 3 1 2	4 3 1 3 1 2	26.25	30.0	69.25061308334261	0	69.25061408333568	0.8333333333333334	0.3842117569438414
4	1	2	3	4	0	unimanual	3.25	0.5	True	first_horizon	1.08	3.0	3.0	4 2 4 1 4 2	4 2 3 1 4 2	0.0	3.75	8.000863208340888	0	8.000864166671818	0.8333333333333334	0.3590389652781596
4	1	2	3	4	1	unimanual	3.25	0.5	True					1 4 2 1 4 2	1 4 2 1 4 2	3.75	7.5	11.750578458340897	0	11.75057945833396	1.0	0.2859652152777319
4	1	2	3	4	2	unimanual	3.25	0.5	True					3 2 4 2 1 3	3 2 4 2 1 3	7.5	11.25	15.500583083339734	0	15.500584125002206	0.8333333333333334	0.3064209097222677
4	1	2	3	4	3	unimanual	3.25	0.5	True	second_horizon	11.79	3.0	3.0	1 2 1 4 2 3	1 2 3 4 2 3	11.25	15.0	19.250578666666115	0	19.250579666666457	1.0	0.3759511111117414
4	1	2	3	4	4	unimanual	3.25	0.5	True	second_horizon	17.17	6.0	1.0	4 2 3 4 2 4	4 2 3 4 2 1	15.0	18.75	23.000587208334764	0	23.000588208335103	1.0	0.317751284721453
4	1	2	3	4	5	unimanual	3.25	0.5	True					1 3 2 4 3 1	1 3 2 4 3 1	18.75	22.5	26.75057420833764	0	26.75057516666857	1.0	0.3286260833338019
4	1	2	3	4	6	unimanual	3.25	0.5	True	second_horizon	24.12	5.0	3.0	1 4 3 4 2 4	1 4 3 4 3 4	22.5	26.25	30.50058600000193	0	30.50058700000227	1.0	0.3223556805557261
4	1	2	3	4	7	unimanual	3.25	0.5	True					3 2 4 3 2 4	3 2 4 3 2 4	26.25	30.0	34.25058604167134	0	34.25058704167168	1.0	0.3398777430556947
6	1	2	3	4	0	unimanual	3.25	0.5	True	second_horizon	1.08	4.0	4.0	1 4 2 1 2 3	1 4 2 4 2 3	0.0	3.75	113.0008015416679	0	113.00080249999884	1.0	0.3425963263895634
6	1	2	3	4	1	unimanual	3.25	0.5	True	second_horizon	4.29	3.0	1.0	4 2 4 3 2 1	4 2 1 3 2 1	3.75	7.5	116.75056391666294	0	116.75056495833267	1.0	0.3269729513885977
6	1	2	3	4	2	unimanual	3.25	0.5	True					2 3 1 4 3 1	2 3 1 4 3 1	7.5	11.25	120.50056354166736	0	120.50056458333712	0.8333333333333334	0.3030796736105306
6	1	2	3	4	3	unimanual	3.25	0.5	True					3 2 1 2 1 3	3 2 1 2 1 3	11.25	15.0	124.25057941666456	0	124.25058037499548	1.0	0.3435953263894286
6	1	2	3	4	4	unimanual	3.25	0.5	True	first_horizon	17.17	5.0	1.0	3 4 2 4 2 4	3 4 2 4 1 4	15.0	18.75	128.00056491666328	0	128.00056587500148	0.8333333333333334	0.4051491319441993
6	1	2	3	4	5	unimanual	3.25	0.5	True					2 4 1 4 2 1	2 4 1 4 2 1	18.75	22.5	131.750573624995	0	131.75057458333322	1.0	0.3601796944446202
6	1	2	3	4	6	unimanual	3.25	0.5	True					4 2 3 4 2 1	4 2 3 4 2 1	22.5	26.25	135.50056395833235	0	135.5005649583327	1.0	0.3272878125001928
6	1	2	3	4	7	unimanual	3.25	0.5	True	first_horizon	28.42	5.0	3.0	1 2 3 4 2 4	1 2 3 4 3 4	26.25	30.0	139.2505877500007	0	139.25058879166318	1.0	0.3356306319449989
7	1	2	3	4	0	unimanual	3.25	0.5	True					1 3 4 1 3 4	1 3 4 1 3 4	0.0	3.75	113.00074637500074	0	113.00074737500108	1.0	0.3490836805552438
7	1	2	3	4	1	unimanual	3.25	0.5	True	first_horizon	6.46	6.0	1.0	3 1 2 4 2 4	3 1 2 4 2 1	3.75	7.5	116.75056312500236	0	116.75056412500273	0.6666666666666666	0.4506632638889035
7	1	2	3	4	2	unimanual	3.25	0.5	True	second_horizon	9.12	5.0	2.0	2 3 2 1 3 4	2 3 2 1 2 4	7.5	11.25	120.5005561666694	0	120.50055716666976	1.0	0.3566237152772373
7	1	2	3	4	3	unimanual	3.25	0.5	True					1 2 3 2 4 1	1 2 3 2 4 1	11.25	15.0	124.2505531666684	0	124.25055420833088	1.0	0.3301003472224693
7	1	2	3	4	4	unimanual	3.25	0.5	True	first_horizon	17.17	5.0	2.0	1 2 4 3 1 3	1 2 4 3 2 3	15.0	18.75	128.00053529167053	0	128.000536333333	1.0	0.3516290972220304
7	1	2	3	4	5	unimanual	3.25	0.5	True					4 3 2 3 2 1	4 3 2 3 2 1	18.75	22.5	131.75055525000062	0	131.75055620833157	0.3333333333333333	0.7780198541659047
7	1	2	3	4	6	unimanual	3.25	0.5	True	first_horizon	23.04	2.0	1.0	2 3 4 2 4 2	2 1 4 2 4 2	22.5	26.25	135.50077600000077	0	135.50077704167052	0.8333333333333334	0.487195861111104
7	1	2	3	4	7	unimanual	3.25	0.5	True					4 3 1 2 3 1	4 3 1 2 3 1	26.25	30.0	139.25054537499818	0	139.25054637499852	1.0	0.3688962430569518
8	1	2	3	4	0	unimanual	3.25	0.5	True	first_horizon	1.08	3.0	4.0	4 2 1 3 2 3	4 2 4 3 2 3	0.0	3.75	148.00069495833304	0	148.00069595833338	0.8333333333333334	0.4618939583330454
8	1	2	3	4	1	unimanual	3.25	0.5	True	second_horizon	4.29	3.0	4.0	3 1 3 1 4 2	3 1 4 1 4 2	3.75	7.5	151.7505677500012	0	151.75056875000155	0.6666666666666666	0.4474395138883362
8	1	2	3	4	2	unimanual	3.25	0.5	True					3 1 3 1 4 3	3 1 3 1 4 3	7.5	11.25	155.50053704166203	0	155.50053800000023	1.0	0.3601254236103462
8	1	2	3	4	3	unimanual	3.25	0.5	True	second_horizon	12.33	4.0	3.0	3 4 1 4 2 4	3 4 1 3 2 4	11.25	15.0	159.25055229166173	0	159.2505532083378	1.0	0.3256435486109694
8	1	2	3	4	4	unimanual	3.25	0.5	True					4 3 1 4 2 3	4 3 1 4 2 3	15.0	18.75	163.00052012500237	0	163.0005210833333	1.0	0.3444803611115882
