run_num	trial_num	trial_type	trial_dur	iti_dur	start_time	end_time	stim	display_trial_feedback	noun	real_start_time	start_ttl	start_ttl_time
10	0	read	2	0.5	0.0	2.5	funeral     	False	funeral	323.0002036250007	0	323.0002045833244
10	1	read	2	0.5	2.5	5.0	leopard     	False	leopard	325.5000214166648	0	325.50002233332634
10	2	read	2	0.5	5.0	7.5	envelope    	False	envelope	328.00002129166387	0	328.00002216666326
10	3	read	2	0.5	7.5	10.0	pepper      	False	pepper	330.5000250416633	0	330.50002595832484
10	4	read	2	0.5	10.0	12.5	gym         	False	gym	333.0000200416616	0	333.00002095832315
10	5	read	2	0.5	12.5	15.0	sheep       	False	sheep	335.5000145416634	0	335.5000154583249
10	6	generate	2	0.5	15.0	17.5	alcohol     	False	alcohol	338.00001162499393	0	338.0000125416627
10	7	generate	2	0.5	17.5	20.0	giraffe     	False	giraffe	340.5000120416589	0	340.5000129583277
10	8	generate	2	0.5	20.0	22.5	beach       	False	beach	343.00001574999624	0	343.0000166249956
10	9	generate	2	0.5	22.5	25.0	paper       	False	paper	345.50001937499474	0	345.50002033332566
10	10	generate	2	0.5	25.0	27.5	chair       	False	chair	348.000014083329	0	348.0000149583284
10	11	generate	2	0.5	27.5	30.0	library     	False	library	350.5000222916642	0	350.50002320832573
11	0	read	2	0.5	0.0	2.5	pear        	False	pear	43.000207416662306	0	43.00020837500051
11	1	read	2	0.5	2.5	5.0	house       	False	house	45.500037541663914	0	45.50003854166425
11	2	read	2	0.5	5.0	7.5	student     	False	student	48.00003399999696	0	48.0000349999973
11	3	read	2	0.5	7.5	10.0	strawberry  	False	strawberry	50.50003275000199	0	50.50003375000233
11	4	read	2	0.5	10.0	12.5	pumpkin     	False	pumpkin	53.000032833333535	0	53.000033791664464
11	5	read	2	0.5	12.5	15.0	museum      	False	museum	55.500033791664464	0	55.5000347916648
11	6	generate	2	0.5	15.0	17.5	boot        	False	boot	58.00003624999954	0	58.00003724999988
11	7	generate	2	0.5	17.5	20.0	music       	False	music	60.50002891666372	0	60.50002991666406
11	8	generate	2	0.5	20.0	22.5	paperclip   	False	paperclip	63.0000309166644	0	63.000031875002605
11	9	generate	2	0.5	22.5	25.0	swan        	False	swan	65.50003466666385	0	65.5000357083336
11	10	generate	2	0.5	25.0	27.5	sentence   	False	sentence	68.00003266666317	0	68.00003366666351
11	11	generate	2	0.5	27.5	30.0	hand        	False	hand	70.50003508333612	0	70.50003604166704
