run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	temp_deviant	temp_deviant	temp_deviant_20.tsv	5	3	38	3.0000062917824835	0	3.000024541746825	0.5		36.58988450001925
1	faux_pas	faux_pas	faux_pas_20.tsv	5	38	73	38.0000083334744	0	38.00000987504609	0.0	2.403626937535591	70.90250483341515
1	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_20.tsv	5	73	108	73.0000181668438	0	73.00004720850848	0.25	1.609585180412978	106.02988333348183
1	visual_search	visrchsml	visual_search_20.tsv	5	108	143	108.0000145835802	0	108.00003283354454	0.8333333333333334		142.1976257499773
1	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_20.tsv	5	143	178	143.00000837491825	0	143.0000101251062	0.5208333333333334	0.8264189277790137	177.51169975008816
1	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_20.tsv	5	178	221	178.00000891671516	0	178.000017875107	0.0	2.4937685418408364	211.4919178748969
2	visual_search	visrchsml	visual_search_22.tsv	5	3	38	3.000012499978766	0	3.0000390000641346	1.0		36.67358870827593
2	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_22.tsv	5	38	73	38.00001170812175	0	38.00002979137935	0.75	1.8218427707324736	71.34748154156841
2	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_22.tsv	5	73	108	73.00001445831731	0	73.00003249989823	0.7708333333333334	0.5659142088440907	107.5151390414685
2	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_22.tsv	5	108	143	108.00000529154204	0	108.00000779144466	0.5	2.885049854288809	141.9749270414468
2	faux_pas	faux_pas	faux_pas_22.tsv	5	143	178	143.00002054148354	0	143.00002429145388	0.5	2.7654810834210366	175.7159634998534
2	temp_deviant	temp_deviant	temp_deviant_22.tsv	5	178	221	178.00001304154284	0	178.0000229999423	0.0		210.98970333323817
3	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_24.tsv	5	3	38	3.0000126250088215	0	3.000015208264813	0.6875	0.5702743491366467	37.51336749992333
3	faux_pas	faux_pas	faux_pas_24.tsv	5	38	73	38.00001816661097	0	38.00002308329567	1.0	1.977248854120262	70.21263029170223
3	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_24.tsv	5	73	108	73.00001620827243	0	73.00001779175363	0.5	2.2472917707636952	106.18034812505356
3	visual_search	visrchsml	visual_search_24.tsv	5	108	143	108.00001020822674	0	108.00001662503928	1.0		141.66723612486385
3	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_24.tsv	5	143	178	143.00001508323476	0	143.00001670815982	1.0	1.8220131770940495	176.1813968331553
3	temp_deviant	temp_deviant	temp_deviant_24.tsv	5	178	221	178.0000049166847	0	178.00001424993388	1.0		211.09501975006424
4	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_25.tsv	5	3	46	3.000013249926269	0	3.0000311248004436	0.8958333333333334	0.4520148850696083	37.5143987913616
5	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_26.tsv	5	3	46	3.0000172914005816	0	3.000018500024453	0.8958333333333334	0.4035159609435746	37.51442287489772
6	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_27.tsv	5	3	46	3.0000045001506805	0	3.000028833281249	0.8125	0.4412625656327388	37.50464850012213
7	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_25.tsv	5	3	46	3.000016541685909	0	3.000034333206713	0.5	2.843813249957748	36.44780525006354
8	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_26.tsv	5	3	46	3.000019208295271	0	3.00003687501885	0.5	2.2627943750703707	36.14839112502523
9	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_19.tsv	5	3	38	3.0000051665119827	0	3.000006750226021	1.0	2.7145843751495704	37.1000337083824
9	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_19.tsv	5	38	73	38.00001520826481	0	38.000016500009224	0.5	1.8004613437806256	71.84088737517595
9	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_19.tsv	5	73	108	73.00001091673039	0	73.00002866657451	0.8125	0.4720088580797892	107.51491420832464
9	temp_deviant	temp_deviant	temp_deviant_19.tsv	5	108	143	108.00000704173	0	108.00001700012945	1.0		140.66828683344647
9	visual_search	visrchsml	visual_search_19.tsv	5	143	178	143.00001175003126	0	143.00003783334978	0.8333333333333334		177.52925762510858
9	faux_pas	faux_pas	faux_pas_19.tsv	5	178	221	178.00001575006172	0	178.00003345846198	1.0	1.8780523125315085	209.32258845842443
10	faux_pas	faux_pas	faux_pas_21.tsv	5	3	38	3.000019166851416	0	3.0000204166863114	1.0	1.2933820625767112	34.35304829175584
10	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_21.tsv	5	38	73	38.00001729186624	0	38.00003562495112	1.0	2.4811856250744313	70.98752974998206
10	visual_search	visrchsml	visual_search_21.tsv	5	73	108	73.00002875016071	0	73.0000299999956	0.9166666666666666		106.64787258347496
10	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_21.tsv	5	108	143	108.00000920845196	0	108.00001916685142	0.25	1.6457953437347896	140.78810141677968
10	temp_deviant	temp_deviant	temp_deviant_21.tsv	5	143	178	143.000019375002	0	143.00004291674122	0.5		175.58187370863743
10	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_21.tsv	5	178	221	178.0000184169039	0	178.0000212499872	0.7916666666666666	0.4785955451370682	212.50982270855457
11	temp_deviant	temp_deviant	temp_deviant_23.tsv	5	3	38	3.0000099998433143	0	3.0000198332127184	0.5		35.620740791549906
11	theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_23.tsv	5	38	73	38.00001254165545	0	38.00001374981366	1.0	2.1563561458606273	71.3076278748922
11	faux_pas	faux_pas	faux_pas_23.tsv	5	73	108	73.00000808318146	0	73.00000987481326	1.0	1.311109583475627	104.35478949989192
11	visual_search	visrchsml	visual_search_23.tsv	5	108	143	108.00001645809971	0	108.0000341667328	1.0		141.81568470806815
11	finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_23.tsv	5	143	178	143.00000891671516	0	143.0000188748818	0.8125	0.48095502908108756	177.52181087480858
11	demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_23.tsv	5	178	221	178.00001520803198	0	178.00002470822074	0.5	1.6089549479656853	211.21632170816883
