task_name	task_code	task_file	instruction_dur	start_time	end_time
theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_26.tsv	5	3	38
finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_26.tsv	5	38	73
faux_pas	faux_pas	faux_pas_26.tsv	5	73	108
demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_26.tsv	5	108	143
temp_deviant	temp_deviant	temp_deviant_26.tsv	5	143	178
visual_search	visrchsml	visual_search_26.tsv	5	178	221
